Title,Abstract,Keywords
User awareness detection in the room with multiple sensor device,"It is difficult to get awareness of user's context from sensors such kind of video cameras, RFID-Tags, GPS, PC-monitoring and another ubiquitous devices. On the other hand, it is difficult to understanding what information is got in computers for user. We are in the network-age since 1995. We use PC, smart phone, iPad and other digital gadget which are connected to the Internet every time anywhere. For keeping safety, there are many monitoring video cameras in public and private space. Of course, the privacy policy is kept ones privacy. On the other hand, we are in defragmented by the Network. We use many communication tools to contact business person, family, friend and another person. Theses communication tools are e-mail, twitter, blog, messenger, SNS and another communication tools in the Internet. We can not feel the person's awareness in real time with such kind of digital communication tools. This kind of communication gap makes loneliness of home worker. In this paper, we show the concept of the sharing users' awareness between fragmented people on the Internet and show how to get user awareness from multiple sensor devices. © 2010 IEEE.",Awareness; Cyber space; Metaverse; Symbiotic computing; Ubiquitous system. multi-agent system; Virtual realty
Enhancing Computational Processing Performance for Generative AI Large Models with Autonomous Decision-Making in Metaverse Applications,"We explore how to enhance the computational processing performance for generative AI large models with autonomous decision-making in metaverse applications. We first introduce the relationship between AI large models and the Metaverse. We elaborate on the application scenarios of generative AI large models in Metaverse, including real-time weather simulation, embodied intelligence of agents, dynamic environment interaction, and user emotion recognition. We then propose the method of Multi-Dimensional Optimization Generation Framework (MDOGF) to improve computational processing performance. The experiment results show great improvement in computational processing performance. © 2024 IEEE.",AGI (Artificial General Intelligence); Autonomous Decision-Making; Digital Twin Technology; Generative AI Large Models; Metaverse; Model Acceleration; Model Compression; Multi-Agent Systems; Multi-Modal Data Integration; Reinforcement Learning
On a Cooperative Deep Reinforcement Learning-Based Multi-Objective Routing Strategy for Diversified 6G Metaverse Services,"Metaverse has been widely recognized as an important 6G application with increasingly stringent, detailed, and diversified requirements for multiple Quality of Service (QoS) metrics. However, traditional routing strategies are usually based on unified weights and select the paths independently, which neglects the service diversity and resource constraints. In this paper, we focus on the diversified metaverse service requirements and propose the Deep Reinforcement Learning (DRL) based multiple objective routing strategy for different services. Multiple agents in the DRL model cooperatively select the paths to improve the resource utilization efficiency. Simulation results illustrate that our proposal outperforms traditional strategies.  © 2024 IEEE.",6G metaverse services; cooperative deep reinforcement learning; diversified QoS requirements; multi-objective routing
Adaptive Social Metaverse Streaming Based on Federated Multiagent Deep Reinforcement Learning,"The social metaverse is a growing digital ecosystem that blends virtual and physical worlds. It allows users to interact socially, work, shop, and enjoy entertainment. However, privacy remains a major challenge, as immersive interactions require continuous collection of biometric and behavioral data. At the same time, ensuring high-quality, low-latency streaming is difficult due to the demands of real-time interaction, immersive rendering, and bandwidth optimization. To address these issues, we propose adaptive social metaverse streaming (ASMS), a novel streaming system based on federated multiagent proximal policy optimization (F-MAPPO). ASMS leverages F-MAPPO, which integrates federated learning (FL) and deep reinforcement learning (DRL) to dynamically adjust streaming bit rates while preserving user privacy. Experimental results show that ASMS improves user experience by at least 14% compared to existing streaming methods across various network conditions. Therefore, ASMS enhances the social metaverse experience by providing seamless and immersive streaming, even in dynamic and resource-constrained networks, while ensuring that sensitive user data remain on local devices.  © 2014 IEEE.",Adaptive bit rate (ABR) streaming; extended reality (XR); federated learning (FL); multiagent reinforcement learning; social metaverse
"2024 33rd International Symposium on Industrial Electronics, ISIE 2024 - Proceedings",The proceedings contain 158 papers. The topics discussed include: simulation on digital twin: role of artificial intelligence and emergence of industrial metaverse; a custom developed flexible tool for real-time distribution grid visualization; group spatial attention for 3D human pose estimation; variable frequency control strategy for transformers surge current reduction in DAB converters; enhancing traceability in flexible production system: a blockchain-powered approach in IEC 61499 multi-agent control system; enhancing robot teleoperation in remote automation production through an event-triggered control strategy; optimal multi-target navigation via graph-based algorithms in complex environments; control set reduction for PMSM predictive controller via assisted learning algorithm; and lightweight CPU-based face detection with efficient feature selector in real-time applications.,
Asynchronous Hybrid Reinforcement Learning for Latency and Reliability Optimization in the Metaverse Over Wireless Communications,"Technology advancements in wireless communications and high-performance Extended Reality (XR) have empowered the developments of the Metaverse. The demand for the Metaverse applications and hence, real-time digital twinning of real-world scenes is increasing. Nevertheless, the replication of 2D physical world images into 3D virtual objects is computationally intensive and requires computation offloading. The disparity in transmitted object dimension (2D as opposed to 3D) leads to asymmetric data sizes in uplink (UL) and downlink (DL). To ensure the reliability and low latency of the system, we consider an asynchronous joint UL-DL scenario where in the UL stage, the smaller data size of the physical world images captured by multiple extended reality users (XUs) will be uploaded to the Metaverse Console (MC) to be construed and rendered. In the DL stage, the larger-size 3D virtual objects need to be transmitted back to the XUs. We design a novel multi-agent reinforcement learning algorithm structure, namely Asynchronous Actors Hybrid Critic (AAHC), to optimize the decisions pertaining to computation offloading and channel assignment in the UL stage and optimize the DL transmission power in the DL stage. Extensive experiments demonstrate that compared to proposed baselines, AAHC obtains better solutions with satisfactory training time.  © 1983-2012 IEEE.",Metaverse; Reinforcement learning; resource allocation; ultra-reliable low-latency communication; wireless communications
"3rd International Conference on Human and Artificial Rationalities, HAR 2024","The proceedings contain 24 papers. The special focus in this conference is on Human and Artificial Rationalities. The topics include: Data Science and Environmental Sustainability: Mastering the Information and Knowledge; multi-agent Simulation of Violence Emergence in Protests; the Social Exchange Heuristic Operation During a One-Shot Prisoner’s Dilemma Game; development of Intention-Based Moral Judgement in Children and Adolescents with and Without Intellectual Disability; artificialization of Intelligence and Embodied Cognition; Consciousness in AI: A Return to Fetishism or Technological Progress?; agent Rationality Under Partially Resolving Uncertainty and the Hurwicz Criterion; expressing Rational Agency Through Pragmatic Meta-vocabularies; the Effect of Initial Letters in Word Recognition: A Phonological or Positional Effect ?; coherence as Logical Consistency; degrees of Intuition: Coherence in the New Dual Process Theory; a Tribute to Kahneman and Tversky in the Context of Mathematics Education; effect of Brief Mindfulness Training on Cognitive Rigidity; research Trends in Information Accessibility to Web Content for Adults with Developmental Disabilities: A Literature Review; NAO Robot to Help People with Alzheimer's Manage the Recall of Activities in Prospective Memory; Does Replacing the Experimenter with an Ignorant Student Robot Improve the Success of Children with ASD in the False Belief Task?; enhancing Pharmacology Education: Investigating the Efficacy of Serious Game-Based Learning Through Virtual Simulation; video-Based Analysis of the Mechanical Design Process in a Student Dyadic Activity; critical Thinking and Psychorhetoric for Promoting Environmental Awareness; the Effect of Screens on Children’s Development: Concrete Action Taken in Schools, Closer to Families; can We Really Learn in the Metaverse? A Discussion on Learning Through Immersive Technology; emotion-Enhanced Pain Assessment Protocol.",
Securing Distributed Computing in the Metaverse: A Balanced TGDH Encryption Scheme,"In this paper, we present a secure communication protocol based on a balanced Tree-based Group Diffie-Hellman (TGDH) key management solution for secure distributed computing in metaverse. The novelty of this work is that our modified TGDH algorithm balances the tree while preserving the distributed, secure architecture of group re-keying. The balanced tree ensures optimized computation regardless of join or leave events. This paper also presents a portable Python application programming interface (API) for the implementation of this secured group key management algorithm. This API addresses a lack of existing open-source implementations of TGDH, specifically in distributed-system architecture. From cloud based data sharing to distributed multi-agent frameworks and any secured computation application in metaverse, our algorithm can be easily and efficiently ported to any OS and used to secure group communications. © 2023 IEEE.",group key agreement implementation; secure computing in metaverse; secure group communication; secure multi-agent systems; security in distributed computing; TGDH
The impact of eye gaze on social interactions of females in virtual reality: The mediating role of the uncanniness of avatars and the moderating role of task type,"The introduction of the Metaverse and the rise of social virtual reality platforms such as VRChat has led to increased communication and collaboration in virtual reality. As interactions in social virtual reality take place through avatars, the behaviour, and in particular the eye gaze of an avatar can have an impact on the user experience. However, it is still unclear which features of the user experience are most influenced. Therefore, this study used data from 44 female participants to investigate how avatar gaze behaviour (static eyes vs. real-time tracked eyes) affects their perceived quality of communication and the amount of one-sided eye contact participants make during a communicative or collaborative task in virtual reality. In addition, the study investigated the mediating role of perceived avatar “uncanniness” (i.e., the finding that humanoid objects that imperfectly resemble real people evoke feelings of discomfort) in this relationship and the moderation effect of two multi-user scenarios (collaboration vs. communication). The results showed that uncanniness directly affected the perceived quality of communication. However, it did not significantly mediate the relationship between avatar eye gaze behaviour and the quality of communication or the amount of one-sided eye contact. Finally, there were no significant differences in user experience between the two scenarios. From this, we can conclude that the uncanniness of an avatar being interacted with in VR is not enough to hinder communication and collaboration in an immersive medium. And even if an avatar is perceived as uncanny, normative communication cues such as eye contact are still present. Notably, due to sample availability, the results of this study are based on a female-only sample. Thus, future research can benefit from exploring the outlined effects in a more gender-balanced sample. © 2023 The Author(s)",Avatar uncanniness; Collaboration; Communication; Eye tracking; Moderated mediation analysis; Multi-agent; Virtual reality
Multi-Agent Deep Reinforcement Learning for Digital Twin over 6G Wireless Communication in the Metaverse,"Technology advancements in wireless communications and high-performance Extended Reality (XR) have empowered the developments of the Metaverse. The demand for Metaverse applications and hence, real-time digital twinning of real-world scenes is increasing. Nevertheless, the replication of 2D physical world images into 3D virtual world scenes is computationally intensive and requires computation offloading. The disparity in transmitted scene dimension (2D as opposed to 3D) leads to asymmetric data sizes in uplink (UL) and downlink (DL). To ensure the reliability and low latency of the system, we consider an asynchronous joint UL-DL scenario where the smaller data size of the physical world scenes captured in the UL will be uploaded to the Metaverse Console (MC) to be construed and rendered, and the larger-size 3D virtual world scenes need to be transmitted back in DL. The decisions pertaining to computation offloading and channel assignment are optimized in the UL stage, and the MC will optimize power allocation for users assigned with a channel in the UL transmission stage. To ensure the reliability and low latency of the system, we design a novel Multi-agent Deep Reinforcement Learning (MADRL) structure, namely Asynchronous Actors Hybrid Critic (AAHC). The simulation experiments demonstrate that compared to the proposed baselines, AAHC obtains better solutions with a preferable training time.  © 2023 IEEE.",latency; Metaverse; Reinforcement learning; reliability; resource allocation; wireless communications
Smart Farm Security by Combining IoT Sensor Network and Virtualized Mycelium Network,"In today's world, merging sensor-based security systems with contemporary principles has become crucial. As we witness the ever-growing number of interconnected devices in the Internet of Things (IoT), it is imperative to have robust and trustworthy security measures in place. In this paper, we examine the idea of virtualizing the communication infrastructure for smart farming in the context of IoT. Our approach utilizes a metaverse-based framework that mimics natural processes such as mycelium network growth communication with a security-concept-based srtificial immune system (AIS) and transaction models of a multi-agent system (MAS). The mycelium, a bridge that transfers nutrients from one plant to another, is an underground network (IoT below ground) that can interconnect multiple plants. Our objective is to study and simulate the mycelium's behavior, which serves as an underground IoT, and we anticipate that the simulation results, supported by diverse aspects, can be a reference for future IoT network development. A proof of concept is presented, demonstrating the capabilities of such a virtualized network for dedicated sensor communication and easy reconfiguration for various needs.",artificial immune system; Internet-of-Things; metaverse; multi-agent system; mycelium; sensor network; smart farming
Improving End-To-End Latency Fairness Using a Reinforcement-Learning-Based Network Scheduler,"In services such as metaverse, which should provide a constant quality of service (QoS) regardless of the user’s physical location, the end-to-end (E2E) latency must be fairly distributed over any flow in the network. To this end, we propose a reinforcement learning (RL)-based scheduler for minimizing the maximum network E2E latency. The RL model used the double deep Q-network (DDQN) with the prioritized experience replay (PER). In order to see the performance change according to the type of RL agent, we implemented a single-agent environment where the controller is an agent and a multi-agent environment where each node is an agent. Since the agents were unable to identify E2E latencies in the multi-agent environment, the state and reward were formulated using the estimated E2E latencies. To precisely evaluate the RL-based scheduler, we set out benchmark algorithms to compare with which a network-arrival-time-based heuristic algorithm (NAT-HA) and a maximum-estimated-delay-based heuristic algorithm (MED-HA). The RL-based scheduler, first-in-first-out (FIFO), round-robin (RR), NAT-HA, and MED-HA were compared through large-scale simulations on four network topologies. The simulation results in fixed-packet generation scenarios showed that our proposal, the RL-based scheduler, achieved the minimization of maximum E2E latency in all the topologies. In other scenarios with random flow generation, the RL-based scheduler and MED-HA showed the lowest maximum E2E latency for all topologies. Depending on the topology, the maximum E2E latency of NAT-HA was equal to or larger than that of the RL-based scheduler. In terms of fairness, the RL-based scheduler showed a higher level of fairness than that of FIFO and RR. NAT-HA had similar or lower fairness than the RL-based scheduler depending on the topology, and MED-HA had the same level of fairness as the RL-based scheduler. © 2023 by the authors.",double-deep Q-learning; end-to-end latency; fairness; min-max criterion; prioritized experience replay; reinforcement learning
Multiagent Deep Reinforcement Learning for Dynamic Avatar Migration in AIoT-Enabled Vehicular Metaverses With Trajectory Prediction,"Avatars, as promising digital assistants in Vehicular Metaverses, can enable drivers and passengers to immerse in 3-D virtual spaces, serving as a practical emerging example of Artificial Intelligence of Things (AIoT) in intelligent vehicular environments. The immersive experience is achieved through seamless human-avatar interaction, e.g., augmented reality navigation, which requires intensive resources that are inefficient and impractical to process on intelligent vehicles locally. Fortunately, offloading avatar tasks to roadside units (RSUs) or cloud servers for remote execution can effectively reduce resource consumption. However, the high mobility of vehicles, the dynamic workload of RSUs, and the heterogeneity of RSUs pose novel challenges to making avatar migration decisions. To address these challenges, in this article, we propose a dynamic migration framework for avatar tasks based on real-time trajectory prediction and multiagent deep reinforcement learning (MADRL). Specifically, we propose a model to predict the future trajectories of intelligent vehicles based on their historical data, indicating the future workloads of RSUs. Based on the expected workloads of RSUs, we formulate the avatar task migration problem as a long-term mixed-integer programming problem. To tackle this problem efficiently, the problem is transformed into a partially observable Markov decision process (POMDP) and solved by multiple DRL agents with hybrid continuous and discrete actions in decentralized. Numerical results demonstrate that our proposed algorithm can effectively reduce the latency of executing avatar tasks by around 25% without prediction and 30% with prediction and enhance user immersive experiences in the AIoT-enabled Vehicular Metaverse (AeVeM).  © 2023 IEEE.",Artificial Intelligence of Things (AIoT); avatar; Metaverses; multiagent deep reinforcement learning (MADRL); service migration; trajectory prediction
Distributed deep reinforcement learning-based coordination performance optimization method for proton exchange membrane fuel cell system,"A proton exchange membrane fuel cell (PEMFC) is a multi-input multi-output nonlinear complicated system, the output power and operating efficiency of which are affected by various operating variables. To achieve coordinated control of multiple operating variables and thus improve the stability, performance, and efficiency of the PEMFC power system, a data-driven power coordination management method is proposed. Furthermore, a metaverse-based multiagent double delay deep deterministic policy gradient (MET-MADDPG) algorithm is also presented. The design of this algorithm is structured on the concept of the metaverse in that it employs different metaverses during pre-learning and combines imitation learning and curriculum learning to enable agents in different combinations to be fully trained in different environments to improve coordination strategy robustness. In this algorithm, the hydrogen controller, air controller, water pump controller and radiator controller are regarded as four agents; the objective of the training is to enable agents with their different goals to coordinate. The effectiveness of the proposed algorithm is demonstrated in a series of experiments in which it is compared with existing algorithms. © 2021 Elsevier Ltd",Distributed deep reinforcement learning; Metaverse; Metaverse-based multi-agent double delay deep deterministic policy gradient algorithm; Power coordination management method; Proton exchange membrane fuel cell (PEMFC)
Human-Centric Resource Allocation for the Metaverse With Multiaccess Edge Computing,"Multiaccess edge computing (MEC) is a promising solution to the computation-intensive, low-latency rendering tasks of the metaverse. However, how to optimally allocate limited communication and computation resources at the edge to a large number of users in the metaverse is quite challenging. In this article, we propose an adaptive edge resource allocation method based on multiagent soft actor-critic with graph convolutional networks (SAC-GCN). Specifically, SAC-GCN models the multiuser metaverse environment as a graph where each agent is denoted by a node. Each agent learns the interplay between agents by graph convolutional networks with a self-attention mechanism to further determine the resource usage for one user in the metaverse. The effectiveness of SAC-GCN is demonstrated through the analysis of user experience, balance of resource allocation, and resource utilization rate by taking a virtual city park metaverse as an example. Experimental results indicate that SAC-GCN outperforms other resource allocation methods in improving overall user experience, balancing resource allocation, and increasing resource utilization rate by at least 27%, 11%, and 8%, respectively.  © 2023 IEEE.",Attention mechanism; extended reality (XR); graph convolutional network; multiagent reinforcement learning
Joint Quantum Reinforcement Learning and Stabilized Control for Spatio-Temporal Coordination in Metaverse,"In order to build realistic metaverse systems, enabling high synchronization between physical-space and virtual meta-space is essentially required. For this purpose, this paper proposes a novel system-wide coordination algorithm for high synchronization under characteristics (i.e., highly realistic meta-space construction under the constraints of physical-space). The proposed algorithm consists of the following three stages. The first stage is quantum multi-agent reinforcement learning (QMARL)-based scheduling for low-delay temporal-synchronization using differentiated age-of-information (AoI) during data gathering in physical-space by observers for meta-space construction. This is beneficial for scalability according to action dimension reduction in reinforcement learning computation. The second stage is for creating virtual contents under delay constraints in meta-space based on the gathered data. When rendering regions that have received more user attention, avatar-popularity is considered for spatio-synchronization. Thus, a stabilized control mechanism is designed for time-average reality quality maximization for each region. The last stage is for caching based on avatar-popularity and AoI which can be helpful in constructing low-delay realistic meta-space. Furthermore, the concept of AoI is divided into two separate sub-concepts of physical AoI and virtual AoI such that the AoI in virtual meta-space can be thoroughly implemented.  © 2024 IEEE.",Age-of-Information; metaverse; quantum reinforcement learning; synchronization
"Beyond the Operating Room: Expanding the Surgical Metaverse Through Collaboration, Regulation, and Patient Empowerment; [Más allá del quirófano: Ampliar el metaverso quirúrgico mediante la colaboración, la regulación y la capacitación del paciente]",[No abstract available],
