title,abstract,keywords
"Big data, machine learning, and digital twin assisted additive manufacturing: A review","Additive manufacturing (AM) has undergone significant development over the past decades, resulting in vast amounts of data that carry valuable information. Numerous research studies have been conducted to extract insights from AM data and utilize it for optimizing various aspects such as the manufacturing process, supply chain, and real-time monitoring. Data integration into proposed digital twin frameworks and the application of machine learning techniques is expected to play pivotal roles in advancing AM in the future. In this paper, we provide an overview of machine learning and digital twin-assisted AM. On one hand, we discuss the research domain and highlight the machine-learning methods utilized in this field, including material analysis, design optimization, process parameter optimization, defect detection and monitoring, and sustainability. On the other hand, we examine the status of digital twin-assisted AM from the current research status to the technical approach and offer insights into future developments and perspectives in this area. This review paper aims to examine present research and development in the convergence of big data, machine learning, and digital twin-assisted AM. Although there are numerous review papers on machine learning for additive manufacturing and others on digital twins for AM, no existing paper has considered how these concepts are intrinsically connected and interrelated. Our paper is the first to integrate the three concepts big data, machine learning, and digital twins and propose a cohesive framework for how they can work together to improve the efficiency, accuracy, and sustainability of AM processes. By exploring latest advancements and applications within these domains, our objective is to emphasize the potential advantages and future possibilities associated with integration of these technologies in AM.","Additive manufacturing, Big data, Machine learning, Digital twin, Data-driven"
Evaluation of the alternatives of introducing electric vehicles in developing countries using Type-2 neutrosophic numbers based RAFSI model,"This study focuses on implementing electric vehicles (EVs) in developing countries where energy production is mainly based on fossil fuels. Although for these countries the environmental short-run benefits of the EVs cannot offset the short-run costs, it may still be the best option to implement the EVs as soon as possible. Hence, it is necessary to evaluate the alternatives to introducing EVs to the market due to the environmental concerns that created an opportunity for some developing countries to catch up with the international competition. Therefore, we develop a case scenario to explore the decision-making process in implementing the EVs with three alternatives and twelve criteria. We solve the decision-making problem by using Type-2 neutrosophic numbers (T2NNs) based on the RAFSI (Ranking of Alternatives through Functional mapping of criterion sub-intervals into a Single Interval) method. The proposed model combines the advantages of the RAFSI technique, and it applies T2NNs to address the uncertainties. The results show that the alternatives that may suspend the implementation of the EVs are inferior. Direct implementation of EVs is prioritized. The policy implications of the results are discussed in the study.","Electric vehicles, Developing countries, Renewable energies, MCDM, Neutrophic sets, RAFSI approach"
A note on the affective computing systems and machines: a classification and appraisal,"Affective computing (AfC) is a continuously growing multidisciplinary field, spanning areas from artificial intelligence, throughout engineering, psychology, education, cognitive science, to sociology. Therefore, many studies have been devoted to the aim of addressing numerous issues, regarding different facets of AfC solutions. However, there is a lack of classification of the AfC systems. This study aims to fill this gap by reviewing and evaluating the state-of-the-art studies in a qualitative manner. In this line of thinking, we put forward a threefold classification that breaks down to desktop and mobile AfC systems, and AfC machines. Moreover, we identified four types of AfC systems, based on the features extracted. In our opinion, the results of this study can serve as a guide for future affect-related research and design, on the one hand, and provide a better understanding on the role of emotions and affect in human-computer interaction, on the other hand.","Affective Computing, Artificial Emotional Intelligence, Classification, System, Machine"
Gene editing enables non-invasive in vivo PET imaging of human induced pluripotent stem cell-derived liver bud organoids,"Human induced pluripotent stem cell (hiPSC)-derived liver cell therapies such as hepatocyte-like cells and liver organoids could provide unlimited therapeutic cells for clinical transplantation, but an inadequate understanding of their in vivo fate impedes translation. Whole body in vivo imaging could enable monitoring of transplanted cell survival and/or expansion non-invasively over time, permitting robust comparisons between emerging therapies to identify those most effective. The human sodium iodide symporter (hNIS) is a radionuclide reporter gene facilitating whole body in vivo cell tracking by positron emission tomography (PET). We gene-edited a clinical Good Manufacturing Practice-compliant hiPSC line at the AAVS1 safe harbor locus enabling constitutive expression of a hNIS-monomeric(m)GFP fusion reporter in hiPSCs and their differentiated progeny. We confirmed reporter integration did not impact pluripotency or differentiation capacity, and radiotracer uptake capacity was retained post-differentiation. In vivo trackable liver bud (LB) organoids were generated from traceable hNIS fused to monomeric GFP (hNIS-mGFP)-hiPSCs and transplanted into healthy and liver-injured mice. LB were imaged quantitatively by 18FBF4−-PET with imaging results confirmed histologically. We report, for the first time, hNIS-mGFP-hiPSC progeny retain differentiated function and PET trackability in vivo using LB. In vivo monitoring could accelerate regenerative cell therapy development by identifying efficacious candidate cells, successful engraftment/survival strategies and addressing safety concerns.","cell tracking, hepatocyte-like cells, hiPSC, reporter gene imaging, sodium iodide symporter, gene editing, PET, regenerative medicine"
"Identification of benefits, challenges, and pathways in E-commerce industries: An integrated two-phase decision-making model","The e-commerce industry has seen significant growth over the past decade as it focuses on convenience and accessibility, leading to a surge in online shopping with more and more consumers opting for it. At the same time, the e-commerce industry faces various challenges. In order to fully harness the potential of this industry, it is important to identify its benefits and challenges and focus on pathways to mitigate the challenges and harness its growth. This study utilizes the Delphi approach and involves experts from the e-commerce domain to get their opinions to identify the top ten benefits, challenges, and pathways for the e-commerce industry. Analytic Hierarchy Process (AHP) and Criteria Importance Through Intercriteria Correlation (CRITIC) methods are subsequently, employed to prioritize the identified factors. Results of the study revealed that factors such as affordable advertising & marketing; availability and product variety; and Global reachability are the most important benefits, while technological upgradation; returns or refunds; and counterfeit products posed the greatest challenges for the industry. Government compliance check; better relationship with delivery partners; and strong data privacy and online security policies emerged as the best pathways. This study also provides valuable insights to businesses, policymakers, and researchers in the e-commerce industry on how to navigate the benefits, challenges, and pathways of this rapidly growing sector.","E-commerce, Benefits, Challenges, Pathways, Delphi, Analytic hierarchy process, Criteria importance through intercriteria correlation"
Developing and validating a scale of empowerment in using artificial intelligence for problem-solving for senior secondary and university students,"Empowerment enables students to be psychologically and affectively ready to leverage the benefits of artificial intelligence (AI). However, a theory-driven scale to extend empowerment into the use of AI for problem-solving is lacking. This study developed and validated an 11-item scale of empowerment in using AI for problem-solving (EUAIPS) based on a proposed conceptual framework that synthesises empowerment and AI-related literature. The EUAIPS scale encompasses impact, self-efficacy, and meaningfulness in using AI for problem-solving. We collected data from a diverse sample of Hong Kong senior secondary and university students before (N = 477) and after the course (N = 409). Results demonstrated that the EUAIPS scale with a three-factor structure had good reliability and validity. Students also felt significantly more empowered to use AI for problem-solving after a 14-h course using AI for problem-solving. These findings empirically support the affective dimension of AI literacy and show that psychological control/competence is particularly important for students to harness AI to solve problems at the affective level. This study presents a valid instrument for researchers and practitioners to measure empowerment in using AI for problem-solving and informs AI literacy curriculum designers about including learning activities to help students realise its impact, self-efficacy, and meaningfulness.","Artificial intelligence literacy, Empowerment, Problem-solving, Scale development, Senior secondary and university students"
Fostering consumer engagement with sustainability marketing using augmented reality (SMART): A climate change response,"As climate change concerns escalate, businesses increasingly realize the pivotal role of consumer engagement through sustainability practices in enhancing brand and firm performance. In a transformative landscape characterized by societal shifts towards environmentally conscious consumer behaviors, the re-evaluation of sustainability marketing strategies is crucial. This need is further amplified by the advent of technologies like augmented reality (AR), which are reshaping market dynamics. This study not only extends the conceptualization of sustainability marketing using AR (SMART) but also proposes a comprehensive measurement scale. This scale is designed to accurately measure consumers’ perceptions of AR-focused sustainability marketing efforts in fostering engagement. Our approach, a mix of qualitative and quantitative methods, involved five studies with n = 1072 consumers across the U.S., U.K., and South Africa. We conceptualize consumers’ perceptions of sustainability marketing using AR (SMART) across six dimensions: social equity, economic development, environmental protection, ethical considerations, regulatory measures, and technological innovation. The findings not only underscore the importance of integrating sustainability practices and new-age technologies (i.e., AR to foster climate-positive consumer engagement) but also offer strategic insights that can help businesses thrive in a climate-change era and meet their sustainability objectives.","Sustainability marketing, Climate change, Climate-positive behaviors, Augmented reality, Conceptualization, Measurement"
Assessing alternatives of including social robots in urban transport using fuzzy trigonometric operators based decision-making model,"Current trends point to a not-too-distant future with qualitatively advanced interactions between humans and social robots. It is critical to consider the possibility of forming meaningful social relationships with robots when defining the future of human-robot interactions, as well as studying how these interactions will evolve to the point where humans are unable to distinguish between humans and robots in urban transportation. In this study, the advantages of using social robots in urban transportation are prioritized by using a multi-criteria decision-making tool, which consists of two consecutive stages, namely: i) a novel fuzzy sine trigonometry based on the logarithmic method of additive weights (fuzzy ST-LMAW) that is proposed to calculate the criteria weights; ii) a nonlinear fuzzy Aczel-Alsina function based the weighted aggregate sum product assessment (fuzzy ALWAS-WASPAS) that is developed to select and rank the alternatives. The proposed model enables flexible nonlinear processing of complex and uncertain information encountered in real applications. A case study is developed to rank three alternatives with twelve sub-criteria grouped into four aspects using the proposed method. The results show that the most advantageous alternative is to replace people with social robots as safety drivers in level four autonomous vehicles due to their possible impact on transportation.","Social robots, Urban transportation, Human-robot interaction, Fuzzy sets, Multi-criteria decision making (MCDM), Trigonometric operators"
Linking the potentials of extended digital marketing impact and start-up growth: Developing a macro-dynamic framework of start-up growth drivers supported by digital marketing,"The contemporary market positions digital marketing as a powerful mediator between efficient digital interaction, data interpretation opportunities, and business growth, while extending its impact potential to tackle different growth challenges. As start-ups usually have limited resources and struggle with customer engagement, retention, and other growth challenges, the low investment and dynamic elements of digital marketing tools can be used to support constructive digital interactions impacting start-up growth. Consequently, these links have outlined an extended digital marketing impact in the areas which build on marketing and sales and influence growth components such as product & market testing, customer engagement, and partnership development. Through a systematic literature review, we present a holistic overview encompassing start-up growth areas that use digital marketing. We also discuss how digital marketing efforts complement the start-up maturity. Furthermore, we analyze the differences in B2B and B2C digital marketing usage and discuss how emerging technologies impact digital marketing. The link between the extended digital marketing impact, start-up challenges, and growth areas result in the identification of start-up growth drivers supported by digital marketing. We propose a Macro-Dynamic framework identifying the start-up growth drivers from product, market, team, and finance areas and digital marketing tactics connected to the identified growth drivers.","Digital marketing tools, Digital marketing extended impact, Emerging technologies, Start-up challenges, Start-up maturity, Start-up growth"
A hybrid analytical concept to QoE index evaluation: Enhancing eMBB service detection in 5G SA networks,"The launch of commercial 5G networks has unlocked numerous opportunities for heavy data users and high-speed applications. The expected requirements for enhanced mobile broadband (eMBB) are pushing end-users to adopt 5G optimistically. Though already deployed 5G networks have shown high data rates and very low latency, the service-based experience and application behavior have been challenging to monitor. The legacy quality of experience (QoE) and service (QoS) monitoring and evaluation techniques have shown limitations in 5G standalone networks. The current 5G deployment large amount of user plane traffic generated by end-users makes the legacy-monitoring task very costly for mobile network operators (MNOs). And the complexity of the projected future 5G architecture, including advanced technologies such as network functions virtualization (NFV), software-defined networking (SDN), and network slicing, makes traditional service detection and QoE assessment ineffective. In this paper, we discuss a cost-effective hybrid analytical approach to eMBB service detection, analysis, and perceived user QoE measurement from raw traffic in a live 5G standalone (SA) network. We first use flow-level-based packet inspection and machine learning to detect and classify eMBB services from raw traffic. We then use a statistical approach to compute the user quality index (UQI). The concept is tested on traffic captured on a fixed 5G SA network. And the output enabled the MNO to have a 5G QoE assessment structure and awareness to adjust network traffic policies.","5G standalone network, Enhanced mobile broadband (eMBB), Machine learning, Network functions virtualization (NFV), Service awareness, Quality of service (QoS), Quality of experience (QoE), Software-defined networks (SDN)"
The computing continuum: From IoT to the cloud,"In the era of the IoT revolution, applications are becoming ever more sophisticated and accompanied by diverse functional and non-functional requirements, including those related to computing resources and performance levels. Such requirements make the development and implementation of these applications complex and challenging. Computing models, such as cloud computing, can provide applications with on-demand computation and storage resources to meet their needs. Although cloud computing is a great enabler for IoT and endpoint devices, its limitations make it unsuitable to fulfill all design goals of novel applications and use cases. Instead of only relying on cloud computing, leveraging and integrating resources at different layers (like IoT, edge, and cloud) is necessary to form and utilize a computing continuum. The layers’ integration in the computing continuum offers a wide range of innovative services, but it introduces new challenges (e.g., monitoring performance and ensuring security) that need to be investigated. A better grasp and more profound understanding of the computing continuum can guide researchers and developers in tackling and overcoming such challenges. Thus, this paper provides a comprehensive and unified view of the computing continuum. The paper discusses computing models in general with a focus on cloud computing, the computing models that emerged beyond the cloud, and the communication technologies that enable computing in the continuum. In addition, two novel reference architectures are presented in this work: one for edge–cloud computing models and the other for edge–cloud communication technologies. We demonstrate real use cases from different application domains (like industry and science) to validate the proposed reference architectures, and we show how these use cases map onto the reference architectures. Finally, the paper highlights key points that express the authors’ vision about efficiently enabling and utilizing the computing continuum in the future.","Computing continuum, Cloud computing, Fog computing, Edge computing, Mobile cloud computing, Multi-access edge computing, SDN, NFV, IoT, Use case, Reference architecture"
"Public Policies, Open Innovation Ecosystems and Innovation Performance. Analysis of the Impact of Funding and Regulations","ABSTRACT Open innovation (OI) has been implemented to develop competitive advantages based on the management of innovation with external players. As such, it is expected that the generalized adoption of OI practices needs to be nurtured by governmental public policies in order to enhance OI-based ecosystems. The role of open innovation ecosystems is known by the importance of multiple synergies among players/stakeholders, which are expected to be supported by regulations and funding to consolidate firms’ innovation results. This paper analyzes the role of regulations and funding on firms’ innovation performance using the double-hurdle estimation procedure. The results show that, in the first tier, inbound knowledge flows positively affect performance, and, in the second tier, public funds further reinforce innovation performance and fiscal and security regulations. In contrast, as regulations are perceived as barriers, they fail to impact innovation performance. With this paper, we manage to shed light on the importance of public policy funds in the support of thriving OI-based ecosystems as enhancers of firms’ innovation performance.","open innovation, regulations, funds, innovation performance, CIS, double-hurdle model, Cragg’s Tobit"
Current opportunities and challenges of immersive virtual reality for psychological research and application,"Immersive virtual reality (iVR), that is, digital stereoscopic 360° scenarios usually presented in head-mounted displays, has gained much popularity in medical, educational, and consumer contexts in the last years. Recently, psychological research started to utilize the theoretical and methodological advantages of iVR. Furthermore, understanding cognitive, emotional, and behavioral processes in iVR similar to real-life is a genuinely psychological, currently understudied topic. This article briefly reviews the current application of iVR in psychological research and related disciplines. The review presents empirical evidence for opportunities and strengths (e.g., realism, experimental control, effectiveness of therapeutic and educational interventions) as well as challenges and weaknesses (e.g., differences in experiencing presence, interacting with VR content including avatars, i.e., graphical representation of a person). The main part discusses areas requiring additional basic research, such as cognitive processes, socio-emotional processes during social interactions in iVR, and possible societal implications (e.g., fraud, VR-addiction). For both research and application, iVR offers a contemporary extension of the psychological toolkit, offering new avenues to investigate and enhance core phenomena of psychology such as cognition, affect, motivation, and behavior. Still, it is crucial to exercise caution in its application as excessive and careless use of iVR can pose risks to individuals' mental and physical well-being.","Virtual reality, Cognitive processes, Socio-emotional processes, Psychotherapy, Education, Societal implications"
"Scenario-based analysis for industrial project planning in the context of carbon peaking: Case study city, China","The Chinese government is actively pursuing a low-carbon development model with a clear target of reducing carbon dioxide (CO2) emissions by 2030. This study presents a project-based perspective on CO2 emissions from the industrial sector in the city. The article quantifies and analyzes the project planning by including the entire gross industrial production value, industrial structure, energy intensity, energy structure, and CO2 emission coefficient of the industrial sector's CO2 emissions decomposition model. Monte Carlo simulation and scenario analysis were coupled to evaluate how the city's industrial sector could achieve its peak carbon targets by industry. The expected range of CO2 emissions from the city's industrial sector in 2025, 2030, and 2035, based on the project plan and policies in place, is projected to be between 65.64 and 69.26 Mt, 72.13–78.48 Mt, and 69.32–76.62 Mt. However, the simulations show that there are still considerable uncertainties in reaching the peak carbon target in 2030, necessitating greater government efforts. To achieve the 2030 goal for the city's industrial sector, the paper recommends that the government increase the baseline criteria for industrial structure, energy intensity, and energy structure. This study provides scientific project planning guidance for Chinese cities to successfully achieve the 2030 goal.","Carbon peaking, Project planning, Industry sector, City, Monte Carlo"
An intelligent glove interface with integrated perceptual simulation and motion tracking for enhanced virtual interactions,"Summary Emerging technologies that bridge the real and virtual worlds are pivotal for enhancing virtual interactions. Current devices, such as smart gloves, often focus solely on hand motion tracking or provide limited haptic feedback, restricting user experiences. Here, a haptic intelligent motion tracking (HIMT) glove designed for enhanced virtual interactions is proposed. The glove includes optimized electromagnetic vibrators that allow users to perceive the shapes and weights of virtual objects accurately. Additionally, graphene fiber sensors were developed for upper-limb motion tracking incorporating inertial measurement units (IMUs). Evaluations in virtual interactive physiotherapy demonstrate that the glove enhances the willingness to engage in rehabilitation training. Furthermore, users achieve a high diagnostic accuracy of 96.1% when assessing virtual patients. The HIMT glove demonstrates significant potential as a comprehensive solution for human-virtual interactions, promising wide future applications in fields such as physiotherapy, medical training, education, sports, and entertainment.","smart glove, electromagnetic vibrator, fiber sensor, motion tracking, virtual reality, physiotherapy, clinical diagnosis"
21st century progress in computing,"In the search for explanations for slower productivity growth since the mid-2000s in many countries, one possibility is a slower pace of progress in digital technologies. In this paper we show that the cost of computation has continued to decline rapidly, taking into account innovation in chip types and cloud computing. This is a continuation of its long-run trend; the decline has slowed since 2010, but not earlier. As firms use computational power along with other inputs including relevant human and organisational capital, to the extent that the productivity slowdown is linked to technology use the explanation is likely to lie in these other elements of the input bundle.","Computation, Prices, Productivity, AI, Cloud computing"
Generative artificial intelligence in innovation management: A preview of future research developments,"This study outlines the future research opportunities related to Generative Artificial Intelligence (GenAI) in innovation management. To this end, it combines a review of the academic literature with the results of a Delphi study involving leading innovation management scholars. Ten major research themes emerged that can guide future research developments at the intersection of GenAI and innovation management: 1) Gen AI and innovation types; 2) GenAI, dominant designs and technology evolution; 3) Scientific and artistic creativity and GenAI-enabled innovations; 4) GenAI-enabled innovations and intellectual property; 5) GenAI and new product development; 6) Multimodal/unimodal GenAI and innovation outcomes; 7) GenAI, agency and ecosystems; 8) Policymakers, lawmakers and anti-trust authorities in the regulation of GenAI-enabled innovation; 9) Misuse and unethical use of GenAI leading to biased innovation; and 10) Organizational design and boundaries for GenAI-enabled innovation. The paper concludes by discussing how these themes can inform theoretical development in innovation management studies.","Generative artificial intelligence, Delphi study, Management, Innovation"
A value-oriented Artificial Intelligence-as-a-Service business plan using integrated tools and services,"The latest developments in Artificial Intelligence (AI) are the focal point in increasing the performance of other technologies and the evolution of Industry 4.0. Considering the benefits of AI in today’s world, businesses must move towards using Integrated AI tools and services. This paper introduces a business model based on AI-as-a-Service (AIaaS), which provides an integrated bundle of AI products and services. The strategic approach, roadmap, and heuristic pricing model provided in this paper can be considered as a benchmark for AIaaS companies.","Artificial Intelligence-as-a-service, Industry 4.0, Machine vision, Natural language processing, Data-driven systems, Heuristic pricing"
