title,abstract,keywords
Blockchain user digital identity big data and information security process protection based on network trust,"This study aims to delve into the knowledge graph, functional pathways, and qualitative logic among elements such as network trust, blockchain organization, user identity, big data, and information security in the digital economy era. Through an analysis of the endogenous and exogenous explicit management logic relationships among these elements, this study innovatively constructs three primary dimensions and nine secondary dimensions of digital identity attributes for users. Additionally, it establishes a collaborative management mechanism between government organizations and non-governmental blockchain alliances corresponding to identity attributes based on the delegated proxy mechanism. Furthermore, it reconstructs the big data chain management framework for user digital identity under the zero-trust model and establishes a management process for blockchain digital identity information security protection under the zero-trust model. These efforts provide innovative solutions with both research and application value for the “virtual-real integration” global security governance of the metaverse, digital economy, and digital government.","Blockchain, Information security, Big data, Digital identity, Network trust"
Chasing in virtual environment:Dynamic alignment for multi-user collaborative redirected walking,"Background The redirected walking (RDW) method for multi-user collaboration requires maintaining the relative position between users in a virtual environment (VE) and physical environment (PE). A chasing game in a VE is a typical virtual reality game that entails multi-user collaboration. When a user approaches and interacts with a target user in the VE, the user is expected to approach and interact with the target user in the corresponding PE as well. Existing methods of multi-user RDW mainly focus on obstacle avoidance, which does not account for the relative positional relationship between the users in both VE and PE. Methods To enhance the user experience and facilitate potential interaction, this paper presents a novel dynamic alignment algorithm for multi-user collaborative redirected walking (DA-RDW) in a shared PE where the target user and other users are moving. This algorithm adopts improved artificial potential fields, where the repulsive force is a function of the relative position and velocity of the user with respect to dynamic obstacles. For the best alignment, this algorithm sets the alignment-guidance force in several cases and then converts it into a constrained optimization problem to obtain the optimal direction. Moreover, this algorithm introduces a potential interaction object selection strategy for a dynamically uncertain environment to speed up the subsequent alignment. To balance obstacle avoidance and alignment, this algorithm uses the dynamic weightings of the virtual and physical distances between users and the target to determine the resultant force vector. Results The efficacy of the proposed method was evaluated using a series of simulations and live-user experiments. The experimental results demonstrate that our novel dynamic alignment method for multi-user collaborative redirected walking can reduce the distance error in both VE and PE to improve alignment with fewer collisions.","Virtual reality, Multi-user redirected walking, User collisions, Dynamic alignment"
Developing and leveraging digital twins in engineering design,"Digital twins are digital representations of real-world entities constantly fed by dynamic, bidirectional communication and updates throughout the lifecycle of these sophisticated paired systems. Developing digital twins in production engineering creates new avenues for engineering design in the context of digital transformation in manufacturing and sociotechnical systems. This paper reviews the foundational concepts, methodologies, and applications of digital twins in engineering design, covering both their architecture and development (engineering of digital twins), and their utilisation to enhance design activities (engineering with digital twins). An overview of the current state-of-the-art is presented, challenges are highlighted, and future research directions are addressed.","Design, Digital twin, Digital twin engineering"
Transforming cinematography lighting education in the metaverse,"Lighting education is a foundational component of cinematography education. However, many art schools do not have expensive soundstages for traditional cinematography lessons. Migrating physical setups to virtual experiences is a potential solution driven by metaverse initiatives. Yet there is still a lack of knowledge on the design of a VR system for teaching cinematography. We first analyzed the educational needs for cinematography lighting education by conducting interviews with six cinematography professionals from academia and industry. Accordingly, we presented Art Mirror, a VR soundstage for teachers and students to emulate cinematography lighting in virtual scenarios. We evaluated Art Mirror from the aspects of usability, realism, presence, sense of agency, and collaboration. Sixteen participants were invited to take a cinematography lighting course and assess the design elements of Art Mirror. Our results demonstrate that Art Mirror is usable and useful for cinematography lighting education, which sheds light on the design of VR cinematography education.","Education, Learning, Virtual reality, System, Cinematography lighting"
"AI-powered marketing: What, where, and how?","Artificial intelligence (AI) has become a disruptive force that has revolutionized industries and changed business practices. The integration of AI has brought numerous benefits to various functional areas within organizations, with marketing experiencing a significant positive impact. AI technologies have empowered marketers with advanced tools and insights, fostering unparalleled efficiency, personalization, and strategic campaign decision-making. Despite these advancements, the scholarly focus on AI's transformative effects on marketing is limited. This research investigates how AI is currently applied across different marketing functions and its potential future evolution and impact on marketing processes. In a rapidly evolving world, businesses must navigate complexity, innovate, and sustain competitive advantages. Grounding our analysis in previous AI marketing literature, we adopt the dynamic capability theoretical lens, emphasizing how organizations adapt and prosper in changing environments. This study highlights six key marketing areas where AI promises transformative effects, aiming to illuminate the path for future marketing innovations and strategies, including AI-driven customer insights, measuring marketing performance, automated marketing strategies, ethical implications, enhancing customer experiences, and growth opportunities with AI Implementation. While recognizing AI as a positive disruptive force, we also highlight its limitations, potential threats to privacy and security, as well as ramifications of biases, misuse, and dissemination of misinformation. Finally, the article delineates the gaps in the research and formulates questions aimed at advancing knowledge in AI marketing.","AI marketing, Marketing strategies, Marketing activities, Consumer behavior and decision making, Research agenda"
Elevating B2B branding in a global context: Integrating existing literature and proposing a forward-thinking conceptual framework,"This study aims to evaluate B2B branding in a global context by constructing a framework for future research, practitioners, and brand managers operating in international B2B markets. Employing co-citation and text-mining techniques to investigate 281 articles, we identified five knowledge fields that map the intellectual structure of this domain: brand equity, industrial branding, brand value, global brand leadership, and relationship marketing. We also gained a deeper understanding of the important topics in global B2B branding literature. This framework not only highlights gaps and challenges in conceptual and methodological approaches but also challenges and extends existing academic discourse. It offers a systematic approach to strategic decision-making and the overhaul of marketing practices, guiding practitioners to navigate the complexities of global B2B branding. Our critical analysis sets a new agenda for future research, calling for a more rigorous and holistic advancement in the field of global B2B branding.","Branding, Global B2B branding, Business to business, Literature review, Text mining, Future conceptual model"
A Conceptual Framework for Digital Twins of Multi-Agent Systems,"Multi-agent Systems (MASs) are complex systems made up of agents that can be any entities with the ability to interact autonomously and make decentralized decision-making to solve complex problems. Data-driven Agent-based Modeling and Simulation (DDABMS) equips MASs with access to decisions based on near-real-time data, allowing for more informed decisions for systems’ enhancements. Digital Twins (DTs) can further enhance MASs by serving as virtual replicas that enable what-if scenarios exploration and allow continuous validation and refinement of the underlying models with real-time data from MASs. However, we discovered a gap in systematically integrating DTs with DDABMS, as existing efforts focus on specific problems and domains rather than providing a generalized framework to develop DTs with DDABMS. This paper addresses this gap by proposing a generalized framework to develop DTs for MASs with DDABMS. To demonstrate the practicability of our proposed framework for modeling and simulation of complex systems, we present an illustrative case study based on an epidemiological Susceptible-Infected-Recovered model.","digital twins, multi-agent systems, data-driven agent-based modeling, agent-based modeling, simulation, decision making"
A conceptual model and case study of blockchain-enabled social media platform,"Nowadays, with the emergence of Web 3.0 and the metaverse, we collectively witnessed the explosive development of the decentralised autonomous organisation and the blockchain business model. Particularly, the advancement of technologies has further given birth to a novel form of social platform as blockchain-enabled social media (i.e., SocialFi), which is growing both in size and number of users. Accordingly, the rapid development of these blockchain-enabled social media firms illustrates the requirement to better understand the reasons behind this increase and the innovative practices and strategies of firms in this emerging field. Using the case of Pixie – the world’s first fully functional decentralised photo and video sharing social network based on blockchain technology, this insight paper identifies a conceptual model of blockchain-enabled social media that is useful for illustrating the successful business strategy and operations of firms. Particularly, the identified model employs four pillars of innovation as fundamental technologies, governance and operations, incentive mechanism design, and organisational structure and performance. Based on this crypto economy social media model, the study further presents the main challenges, discusses the implications based on agency theory, as well as highlights several directions for future research associated with blockchain-enabled social media.","Social media, Blockchain, Decentralised autonomous organisation, Agency theory, Crypto economy"
Cyber-physical systems in non-rigid assemblies: A methodology for the calibration of deformable object reconstruction models,"Despite the advances in robot agent cognition and systems’ decision-making, under the prism of cyber-physical systems and industrial metaverse, the manufacturing processes involving the handling of non-rigid product assemblies present a delay in the adoption of smart automation. Model-based planning and control can address the particularities of deformable object manipulation; however, their competence is heavily dependent on the models’ accuracy and reconstruction frequencies. Despite the many breakthroughs that have been achieved in real-time modelling and behavior prediction of deformable objects, the calibration of such models and the measurement of their accuracy remain a significant challenge. In this paper, a method for the definition of the physics parameters of flexible material reconstruction models is presented. The proposed systematic approach, employing a number of optimization algorithms, fine-tunes the model’s parameters for the real-world deformable object, as captured by the perception system, to be aligned with its digital twin. A mass-spring model for the reconstruction of two-dimensional fabric objects is used as an application paradigm. An experimental setup in an industrially relevant environment validates the applicability of the proposed approach and is used for assessing alternative sensing practices and optimization algorithms.","Deformable object modeling, Bayesian optimization, Genetic algorithm, Cyber-physical systems, Perception, Metaverse"
The impact of eye gaze on social interactions of females in virtual reality: The mediating role of the uncanniness of avatars and the moderating role of task type,"The introduction of the Metaverse and the rise of social virtual reality platforms such as VRChat has led to increased communication and collaboration in virtual reality. As interactions in social virtual reality take place through avatars, the behaviour, and in particular the eye gaze of an avatar can have an impact on the user experience. However, it is still unclear which features of the user experience are most influenced. Therefore, this study used data from 44 female participants to investigate how avatar gaze behaviour (static eyes vs. real-time tracked eyes) affects their perceived quality of communication and the amount of one-sided eye contact participants make during a communicative or collaborative task in virtual reality. In addition, the study investigated the mediating role of perceived avatar “uncanniness” (i.e., the finding that humanoid objects that imperfectly resemble real people evoke feelings of discomfort) in this relationship and the moderation effect of two multi-user scenarios (collaboration vs. communication). The results showed that uncanniness directly affected the perceived quality of communication. However, it did not significantly mediate the relationship between avatar eye gaze behaviour and the quality of communication or the amount of one-sided eye contact. Finally, there were no significant differences in user experience between the two scenarios. From this, we can conclude that the uncanniness of an avatar being interacted with in VR is not enough to hinder communication and collaboration in an immersive medium. And even if an avatar is perceived as uncanny, normative communication cues such as eye contact are still present. Notably, due to sample availability, the results of this study are based on a female-only sample. Thus, future research can benefit from exploring the outlined effects in a more gender-balanced sample.","Virtual reality, Eye tracking, Multi-agent, Avatar uncanniness, Communication, Collaboration, Moderated mediation analysis"
Developing an assessment governance framework for urban digital twins: Insights from smart cities,"The rampant urbanization process has highlighted the need of an efficient governance for urban areas. Nevertheless, cities must face the challenge of adapting to technology advances arising from the digital era we are living in. Under this context, urban digital twins (UDTs) have recently superseded smart cities in the attempt of improving the management of city resources and the live of citizens through the use of sophisticated technology. Although the governance of smart cities has been broadly handled in the literature, the influence of UDTs on urban governance still remains unaddressed. This article aims at closing this gap by developing a framework to assess the contribution of UDTs in the governance of cities. A mixed methodology combining an in-depth literature review, a four-round Delphi technique and the Best-Worst multi-criteria decision making method was implemented to this end. The new instrument consists of a two-tier scheme comprising 7 categories and 33 attributes, of which 26 were deemed as essential for an efficient governance. Institutional dimension prevailed over the remaining sustainability domains. Three performance thresholds were defined: low governance, average governance and high governance. The application of the rating system to the UDT of Singapore as case study determined a high level of governance for this city. Some policies were however recommended to strengthen gaps found in Singapore.","Smart governance, Delphi technique, Smart cities, Governance assessment, Urban digital twin, Multi-criteria decision making, Best-Worst method"
Adaptive solutions for metaverse urban mobility through decision-making and blockchain,"In this paper, we utilise blockchain technology (BT) and circular q-rung orthopair fuzzy sets (Cq-ROFS) to address practical issues related to urban transportation and supply chain management (SCM). Recognising the weaknesses of earlier approaches such as circular intuitionistic fuzzy sets (C-IFS), we work Cq-ROFS to better accommodate imprecise input. Novel approaches that use into metaverse settings are being investigated as a means of addressing the complex problems associated with urban mobility. This study use the SWARA-AROMAN approach to evaluate potential blockchain integration possibilities for metaverse urban mobility. Sensitivity analysis and comprehensive evaluation yield powerful insights into the robustness and adaptability of solutions. With these findings at their disposal, policymakers will be more equipped to take on unpredictability and take advantage of opportunities for sustainable urban mobility. To enhance urban transportation solutions in the dynamic metaverse, future strategies should concentrate on improving processes and exploring novel technology. Ultimately, this research emphasises how critical it is to foster interdisciplinary collaboration and ongoing innovation if we hope to influence the patterns of urban mobility in the metaverse.","Supply chain management, SWARA, AROMAN, Electronic toll collection, Metaverse, Blockchain, Decision making, Car-sharing"
Decisions with ChatGPT: Reexamining choice overload in ChatGPT recommendations,"This research examines how individuals respond differently to recommendation options generated by ChatGPT, an AI-powered language model, in five studies. In contrast to previous research on choice overload, Studies 1 and 2 demonstrate that people tend to respond positively to a large number of recommendation options (60 options), revealing diverse consumer perceptions of AI-generated recommendations. Studies 3 and 4 further illustrate the moderating effect of recommendation agents and indicate that choice overload elicits distinct patterns of consumer reactions depending on whether the recommendations are from a human or AI agent. Lastly, Study 5 directly measures consumer preferences for recommendation agents, revealing a general preference for ChatGPT, particularly when a large number of options are available. These findings have significant implications for recommendation system design and user preferences regarding AI-powered recommendations.","AI versus human recommendations, Artificial intelligence, ChatGPT, Choice overload, Recommendation agents"
Forearm Dual-Triboelectric Sensor (FDTS) for assistive Human-Machine-Interfaces (HMIs) and robotic control with potential uses in prosthetic devices,"This work describes a new sensitive non-intrusive forearm device with two triboelectric sensors (TS) integrated into one flexible PCB (FPCB) that indirectly differentiates finger and hand movements based on the forearm muscles and tendons' combined responses. The new Forearm Dual Triboelectric Sensor (FDTS) intends to demonstrate triboelectric nanogenerators (TENGs) as an affordable and flexible alternative to expensive and bulky EMG devices used in prosthetic limbs by amputated patients. The proposed concept can successfully recognize up to 10 different input signals from the bending or tapping of the middle and little fingers and hand opening-closing action used as input commands for a Human-Computer-Interface (HCI) for computer navigation. In the experiments, we can successfully control horizontal, vertical and diagonal movements, left and right click of the cursor on the screen, and scroll up/down options. The FDTS was also implemented in robotic hand remote control, where different index and small finger bending amplitudes were translated to different mechanical finger rotation degrees and overall robot hand movement. Additionally, the robotic hand was able to perform right and left clicks controlled by fast finger bending. More experiments demonstrate the FDTS response to other wrist movements, such as pronation and supination. This proves the potential benefits of TS in cost-effective prosthetic devices, with limited but better functionality than standard body-powered prostheses. In the future, FDTS-like devices can be modularly integrated with artificial limbs to allow amputated patients to control computers and external devices. Additionally, this solution can positively impact the integration of online spaces like the Metaverse with healthcare technologies for rehabilitation and social inclusion.","Forearm Dual Triboelectric Sensor (FDTS), Flexible muscle triboelectric nanogenerator (TENG), Robotic hand control, Prosthetic devices’ triboelectric nanogenerator, Future Metaverse computer navigation HMI, Forearm muscles assistive sensor"
Resilient based consensus of fractional-order delayed Multi-Agent Systems in Riemann-Liouville Sense,"In this paper, in Riemann-Liouville sense, delayed multi-agent system of fractional-order is being considered, in which we consider corresponding topology is weighted graph. To make controller design more practical, it is assumed that the controller is not implemented as it is and we consider the case, when there is disturbance in controller, which is assumed to be bounded. By applying algebraic graph theory and classical Lyapunov direct method, some algebraic criteria are provided and for analysing consensus, a new method is used. Corresponding Lyapunov function of first order can be considered is major reason for suggested access. For showing validity of our approach, some effective examples are also provided.","Lyapunov direct method, Consensus, Fractional-order delayed multi-agent system, Riemann-Liouville derivative"
AI-guided immersive exploration of brain ultrastructure for collaborative analysis and education,"We introduce NeuroVerse, a framework for exploring 3D nanometric-scale reconstructions of neural and glial cellular processes in the central nervous system. Using image stacks from volume electron microscopy, NeuroVerse generates 3D mesh models through a SAM2-based segmentation pipeline and integrates absorption signals for deployment in a Metaverse environment. The framework includes a SAM2 adapter optimized for biological microscopy imaging, adapted with feature enhancement blocks and dual decoders to improve the segmentation of complex cellular structures. An interactive virtual AI agent, powered by Heygen and OpenAI models with domain-specific knowledge, provides semi-real-time assistance. NeuroVerse supports education and collaborative analysis for neuroanatomy and neuroscience. It includes a pipeline for the creation of 3D models, automated segmentation, mesh reconstruction, and heatmap computation, optimized for the Spatial.io ecosystem. Contributions include a virtual anatomy lab for neuroanatomy education and collaborative sessions on spatial morphology correlation and neuroenergetic absorption models. Evaluations show that the SAM2 adapter preserves fine cellular details and manages irregular boundaries. Preliminary sessions indicate potential to enhance neuroscience education, improve remote collaboration among scientists, and provide access to advanced neuroscientific data and tools. Evaluation of the virtual AI agent confirms its ability to provide context-aware support, interpret complex cellular structures, and facilitate understanding through semi-real-time assistance for students analyzing neural and glial reconstructions. NeuroVerse combines imaging, segmentation, and AI technologies within an immersive Metaverse platform for neuroscience education and research.","Ultrastructural analysis, Immersive exploration, Volume electron microscopy, Brain reconstructions, Metaverse for education, Metaverse for neuroscience"
