"Title","Abstract","Keywords"
"Supporting collaborative virtual meetings using multi-agent systems","In an increasingly sophisticated global business environment there is often a need to be able to bring together professionals from all types of organizations from all over the world. Those professionals operate under severe time constraints and a conventional face-to-face meeting is both impractical and expensive. Virtual meetings have proved to be a convenient alternative, offering a flexible meeting domain more suitable for the busy executive. This paper explores the concept of using a peer-to-peer network and multi-agent systems to facilitate virtual meetings, managing the artifacts required for the session. By the use of a laptop, PDA or similar electronic device the meeting participant can join the meeting and collaborate in the discussion.","Virtual Meetings;Peer-to-Peer;Multi-agent systems;Collaboration"
"Learning with a context-aware multiagent system","New technological developments have made it possible to interact with computer systems and applications anywhere and anytime. It is vital that these applications are able to adapt to the user, as a person, and to its current situation, whatever that is. Therefore, the premises for evolution towards a learning society and a knowledge economy are present. Hence, there is a stringent demand for new learner-centered frameworks that allow active participation of learners in knowledge creation within communities, organizations, territories and society, at large. This paper presents the multi-agent architecture of our context-aware system and the learning scenarios within multi-dimensional learning spaces that the system provides support for. This architecture is the outcome of our endeavor to develop ePH, a system for sharing public interest information and knowledge, which is accessible through always-on, context-aware services.","context-aware systems;multiagent systems;case-based reasoning;multi-dimensional learning spaces"
"TSI-Enhanced Engaging Pedagogical Agents","This paper presents an ongoing project that builds engaging, affectionate and effective pedagogical agents in 3D virtual worlds for learning. Employing the theory of Transformed Social Interaction (TSI), we design pedagogical agents with abilities of self-representation, emotional states reasoning and situational awareness. A prototype of a virtual quiz show, Quizmaster, has been implemented to realize these abilities, and will be used to test for the effectiveness of the approach.","virtual quiz games;pedagogical agent;transformed social interaction(TSI) theory;BDI agent;multiagent systems"
"A Normative Agent System to Prevent Cyberbullying","Automated approaches to prevent the negative effects of cyber bullying mainly focus on affective agents that provide support for victims. The current paper takes a complementary approach, which attempts to minimise the amount of occurrences of cyber bullying in the first place. The approach consists of a system of normative agents, which are physically present in a virtual society. The agents, which reason based on a BDI-model, use a number of techniques to detect various norm violations, including insulting and following. By using rewards and punishments, they try to reinforce the desired behaviour of the users. The system has been implemented and tested within a virtual environment for children between 6 and 12 years old, called Club Time Machine. In a real world experiment, the behaviour of the users of the virtual environment has been logged and analysed by means of a logic-based checking tool. The results show that the normative agents have the potential to reduce the amount of norm violations on the long term.","cyberbullying;normative agents;BDI"
"Collective Operations as Building Blocks for Agent Cooperation","Cooperation is the process of synchronization and exchanging useful knowledge between agents in multiagent systems. Since cooperation associates agents into a collaborative team to reach the overall goals of the systems, it is a crucial requirement for creating intelligent multiagent systems. This paper presents an approach for building complex cooperation protocols from simple primitives called collective operations. Collective operations are implemented in a new agent oriented programming language named Yaccai. The syntax and semantics of collective operations are designed to be effective for description of cooperation protocols while maintaining the autonomous computational model of agents. Our experiment shows that, collective operations are flexible building blocks for realization of cooperative multiagent systems.","agent cooperation;collective operation;agent execution model;multiagent system"
"MARL Sim2real Transfer: Merging Physical Reality With Digital Virtuality in Metaverse","Metaverse is an artificial virtual world mapped from and interacting with the real world. In metaverse, digital entities coexist with their physical counterparts. Powered by deep learning, metaverse is inevitably becoming more intelligent in the interactions between reality and virtuality. However, it is confronted with a nontrivial problem known as sim2real transfer when deep learning techniques try to bridge the reality gap between the physical world and simulations. In this article, we use multiagent deep reinforcement learning (MARL) to implement collective intelligence for digital entities as well as their physical counterparts. To model the immersive environments in metaverse, we define a nonstationary variant of Markov games and propose a recurrent MARL solution to it. Based on the solution, MARL sim2real transfer that bridges real and virtual multiple unmanned aerial vehicle (multi-UAV) systems is successfully conducted by employing recurrent multiagent deep deterministic policy gradient (R-MADDPG) with the domain randomization technique. Additionally, we use perception-control modularization to improve the generalization performance of MARL policies and make training more efficient.","Metaverse;multiagent deep reinforcement learning (MARL);multiple unmanned aerial vehicle (multi-UAV) nonstationary Markov game;sim2real transfer"
"Research on a virtual manufacturing system","In the paper a multi-agent virtual manufacturing system is presented. This system offers a tremendous opportunity for a new kind of communication. The implementation of such a system has been made possible only by the advent of the Internet and distributed programming, increasing the flexibility of the client-server-based approach. The architecture, detailed functional models, and implementation of the system have been presented. As part of the architecture, the concept of an application independent server composed of autonomous modules is proposed. Ideally the user can access the system from any part of the world through the Internet.","virtual manufacturing;modelling;multi-agent system;network"
"Adaptive Social Metaverse Streaming Based on Federated Multiagent Deep Reinforcement Learning","The social metaverse is a growing digital ecosystem that blends virtual and physical worlds. It allows users to interact socially, work, shop, and enjoy entertainment. However, privacy remains a major challenge, as immersive interactions require continuous collection of biometric and behavioral data. At the same time, ensuring high-quality, low-latency streaming is difficult due to the demands of real-time interaction, immersive rendering, and bandwidth optimization. To address these issues, we propose adaptive social metaverse streaming (ASMS), a novel streaming system based on federated multiagent proximal policy optimization (F-MAPPO). ASMS leverages F-MAPPO, which integrates federated learning (FL) and deep reinforcement learning (DRL) to dynamically adjust streaming bit rates while preserving user privacy. Experimental results show that ASMS improves user experience by at least 14% compared to existing streaming methods across various network conditions. Therefore, ASMS enhances the social metaverse experience by providing seamless and immersive streaming, even in dynamic and resource-constrained networks, while ensuring that sensitive user data remain on local devices.","Adaptive bit rate (ABR) streaming;extended reality (XR);federated learning (FL);multiagent reinforcement learning;social metaverse"
"An Agent Framework for a Modular Serious Game","The architecture described in this paper provides emotional, believable agents for a serious game environment. Agents are designed to help players learn skills and to evaluate performance. The framework has been designed with a close connection to the development of other system components: the Game Engine for creating the virtual world; the Narrative Engine for driving the story; and the Dialogue System for communication. In order to provide a synchronized, intelligent solution it is essential to adapt traditional designs for independent components to consider the system as a whole. Effective communication and synchronization between system components is created by introducing a new system element: the Translation Engine. In this paper we describe the Agent Framework and associated services within the Translation Engine. This includes communication to other relevant system components but the components themselves are treated as black boxes.","Serious Games;Multi-Agent Systems"
"Distributed H∞ formation control for discrete-time multiagent systems","This paper investigates the formation control of discrete-time multi-agents systems with extern disturbance. The cases of directed fixed topology and switching topology are both considered. The protocols to ensure that the agents form the desired formation and track the virtual leader's velocity with extern disturbance are designed. Based on Lyanunov stability theory, the sufficient conditions that the protocols' parameters satisfy to ensure the error system's stability with the desired H∞ performance are presented. And it is proved that there always exist appreciate parameters satisfying the proposed sufficient conditions under desired topology condition. Finally, the simulation results illustrate the effectiveness of the designed protocols.","formation control;distributed;H∞ control;discrete-time;multi-agent systems"
"Study on the Formation and Evolvement Mechanism in the City System","In this paper we suppose the formation and evolvement mechanism of city system is the site selection of special entities in the city. We construct model to simulate the mechanism based on multi-agent system, the experiment results show that the distribution of a virtual city system can be generated by the mechanism. Further, we prove that the generated distribution of city system is corresponding to that of a real city system by validating with the Zipf law. The work can help to build the virtual city model.","Virtual City;City Evolvement;Simulation Model;Site Selection"
"Digital Twin in the IoT Context: A Survey on Technical Features, Scenarios, and Architectural Models","Digital twin (DT) is an emerging concept that is gaining attention in various industries. It refers to the ability to clone a physical object (PO) into a software counterpart. The softwarized object, termed logical object, reflects all the important properties and characteristics of the original object within a specific application context. To fully determine the expected properties of the DT, this article surveys the state-of-the-art starting from the original definition within the manufacturing industry. It takes into account related proposals emerging in other fields, namely augmented and virtual reality (e.g., avatars), multiagent systems, and virtualization. This survey thereby allows for the identification of an extensive set of DT features that point to the “softwarization” of POs. To properly consolidate a shared DT definition, a set of foundational properties is identified and proposed as a common ground outlining the essential characteristics (must-haves) of a DT. Once the DT definition has been consolidated, its technical and business value is discussed in terms of applicability and opportunities. Four application scenarios illustrate how the DT concept can be used and how some industries are applying it. The scenarios also lead to a generic DT architectural model. This analysis is then complemented by the identification of software architecture models and guidelines in order to present a general functional framework for the DT. This article, eventually, analyses a set of possible evolution paths for the DT considering its possible usage as a major enabler for the softwarization process.","Artificial intelligence (AI);business models;cyber physical systems (CPSs);digital twin (DT);Internet of Things (IoT);machine learning (ML);multiagent systems;network function virtualization;sensors;servitization;smart city;software architecture;softwarization;virtual and augmented reality"
"Spatial Interaction in a Multiuser Immersive Instrument","The AlloSphere provides multiuser spatial interaction through a curved surround screen and surround sound. Two projects illustrate how researchers employed the AlloSphere to investigate the combined use of personal-device displays and the shared display. Another two projects combined multiuser interaction with multiagent systems. These projects point to directions for future ensemble-style collaborative interaction.","AlloSphere;multiuser immersive environments;immersive environments;virtual environments;spatial interaction;spatial interfaces;virtual reality;Graph Browser;Cloud Bridge;Allobrain;Time of Doubles;computer graphics;multimedia"
"JGOMAS: New Approach to AI Teaching","This paper presents a new environment for teaching practical work in AI subjects. The main purpose of this environment is to make AI techniques more appealing to students and to facilitate the use of the toolkits which are currently widely used in research and development. This new environment has a toolkit for developing and executing agents, called JADE-based game-oriented multiagent system (JGOMAS). The environment also has a dedicated website where students can access different documentation and information and interact with teachers. An actual case study of this environment applied to the practical work component of an advanced AI course is presented.","Agents;capture the flag;competitions;multiagent system (MAS);virtual environments"
"Autonomous agents and anticipative systems","In this paper we propose an artificial intelligence approach to real time simulation of a virtual community based on a multiagent system. Our approach is based on the work of Holland and Miller (1991), in which the authors propose that the system may be viewed as a complex dynamic adaptive system with a large number of different kinds of agents. In such environment, agents may take their decisions based on the anticipation of the future state of the world (Axelrod, 1997). In this paper, we explore how useful the concept of anticipation can be for real time simulation improving and facilitating decisions of the virtual entities. In this paper, we work with real time anticipative agents and where developed situations, actions, and changes in the world. This normal context in a virtual world is taken as a framework where an agent is able to compare previous learned situations, executed actions and obtained results; with current situations in order to decide which action could lead the agent to a situation with the best utility or satisfaction degree.","Real time agents;Simulation;Classifier Systems;Anticipatory Systems."
"Tokyo Virtual Living Lab: Designing Smart Cities Based on the 3D Internet","The Tokyo Virtual Living Lab is an experimental space based on 3D Internet technology that lets researchers conduct controlled driving and travel studies, including those involving multiple users in the same shared space. This shared-use feature is crucial for analyzing interactive driving behaviors in future smart cities. The lab's novelty is two-fold: it outputs a semantically enriched graphical navigation network using free map data as input, and it includes a navigation segment agent that coordinates a multiagent traffic simulator. This simulator, which is based on the navigation network, supports the integration of user-controlled vehicles. The lab's approach can significantly reduce the effort of preparing realistic driving behavior studies. To demonstrate this, the authors built a 3D model of a part of Tokyo to perform experiments with human drivers in two conditions: normal traffic and ubiquitous eco-traffic.","human factors;artificial realities;augmented realities;virtual realities;Internet computing;3D Internet"
"Tiny Multiagent DRL for Twins Migration in UAV Metaverses: A Multileader Multifollower Stackelberg Game Approach","The synergy between unmanned aerial vehicles (UAVs) and metaverses is giving rise to an emerging paradigm named UAV metaverses, which create a unified ecosystem that blends physical and virtual spaces, transforming drone interaction and virtual exploration. UAV twins (UTs), as the digital twins of UAVs that revolutionize UAV applications by making them more immersive, realistic, and informative, are deployed and updated on ground base stations, e.g., roadside units (RSUs), to offer metaverse services for UAV metaverse users (UMUs). Due to the dynamic mobility of UAVs and limited communication coverages of RSUs, it is essential to perform real-time UT migration to ensure seamless immersive experiences for UMUs. However, selecting appropriate RSUs and optimizing the required bandwidth is challenging for achieving reliable and efficient UT migration. To address the challenges, we propose a tiny machine learning-based Stackelberg game framework based on pruning techniques for efficient UT migration in UAV metaverses. Specifically, we formulate a multileader multifollower Stackelberg model considering a new immersion metric of UMUs in the utilities of UAVs. Then, we design a Tiny multiagent deep reinforcement learning (Tiny MADRL) algorithm to obtain the tiny networks representing the optimal game solution. Specifically, the actor-critic network leverages the pruning techniques to reduce the number of network parameters and achieve model size and computation reduction, allowing for efficient implementation of Tiny MADRL. Numerical results demonstrate that our proposed schemes have better performance than traditional schemes.","Metaverses;multiagent deep reinforcement learning;pruning techniques;Stackelberg game;UAV twins (UTs)"
"Multiagent approach for resource management in Smart Environments","The dynamic nature of Smart Environments, enabled thanks to the Internet of Things (IoT) paradigm, requires the application of innovative resource discovery/selection services. Recommender systems provide useful and customized information, properly selected and filtered, for users and services. This paper proposes a multiagent approach for building a recommendation system in smart environments. Smart objects, enhanced IoT objects interacting among them and with users, are mapped through real-valued vectors obtained by word embedding techniques. The vectors are assigned to bio-inspired agents that, working autonomously, bring out a set of similarity grouped entities - clusters of smart objects with similar features - thus enabling an efficient and dynamic recommendation/selection system. Experiment results on synthetic and real datasets prove the effectiveness of the approach.","Smart environments;Word embeddings;Swarm Intelligence;Resource management"
"An Autonomous Layered Normative System Framework","One of the main problems of normative system implementation is the semantic gap between the abstract norms described by natural language and the concrete norms described by operational language. This paper introduced an autonomous layered normative system framework which divided the normative system into three different layers. In this framework we realized automatic norm refinement by setting up semantic entailment relation and behavior responsibility relation, and automatic inter-level norm translation with action-operation mapping in the formal norm layers. With these mechanisms, the model effectively increased the system autonomy, with reduced normative system development cost and increased system reliability and dynamic adaptability.","Multiagent System;Norm;Layered Normative System"
"Adaptive Digital Twin and Multiagent Deep Reinforcement Learning for Vehicular Edge Computing and Networks","Technological advancements of urban informatics and vehicular intelligence have enabled connected smart vehicles as pervasive edge computing platforms for a plethora of powerful applications. However, varies types of smart vehicles with distinct capacities, diverse applications with different resource demands as well as unpredictive vehicular topology, pose significant challenges on realizing efficient edge computing services. To cope with these challenges, we incorporate digital twin technology and artificial intelligence into the design of a vehicular edge computing network. It centrally exploits potential edge service matching through evaluating cooperation gains in a mirrored edge computing system, while distributively scheduling computation task offloading and edge resource allocation in an multiagent deep reinforcement learning approach. We further propose a coordination graph driven vehicular task offloading scheme, which minimizes offloading costs through efficiently integrating service matching exploitation and intelligent offloading scheduling in both digital twin and physical networks. Numerical results based on real urban traffic datasets demonstrate the efficiency of our proposed schemes.","Digital twin;multiagent deep deterministic policy gradient (MADDPG);vehicular edge computing"
