"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Reactive Agent-Based Decision-Making System for SBCE","B. Dafflon; M. T. E. Essamlali; A. Sekhari; A. Bouras","Claude Bernard University Lyon 1, DISP Laboratory, Bron, France; Lumiere University Lyon 2, DISP Laboratory; Lumiere University Lyon 2, DISP Laboratory; Ministry of Transport and Communications (MoTC), Qatar University",2016 IEEE 28th International Conference on Tools with Artificial Intelligence (ICTAI),"16 Jan 2017","2016","","","746","753","Nowadays, manufactured products offer more and more personalization. This paradigm is in acceleration due to the emergence of mass customization proposed by industry 4.0. To cope with this demand, industry must design suitable products and adhere to a strict specification. Tools and process were proposed to manage product design, validation and manufacturing such as Set-Based Concurrent Engineering (SBCE). Project Manager in charge of this critical step is helped by metrics and indicators. However, visual aid, dynamic and adatative solution, capable to reply in real-time to a major project evolution does not exist. The aim of this paper is to present an approach for SBCE alternatives selection, based on the application of reactive multiagents systems. Multi-agents systems are an efficient approach for problem solving and decision making in dynamic context. The proposal is evaluated in simulation on drone design optimization.","2375-0197","978-1-5090-4459-7","10.1109/ICTAI.2016.0117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7814677","MAS;SBCE;Decision-Making;Unmanned Aerial Vehicles;Quadcopter","Decision making;Concurrent engineering;Multi-agent systems;Industries;Real-time systems;Force;Problem-solving","","3","","31","IEEE","16 Jan 2017","","","IEEE","IEEE Conferences"
"Human-mobile agents partnerships in complex environment","O. Sokolov; S. Meszyński; G. Groemer; B. Sattler; F. Carbognani; J. -M. Salotti; M. Józefowicz","Department of Informatics, Nicolaus Copernicus University, Toruń, Poland; Department of Informatics, Faculty of Physics, Astronomy and Informatics Nicolaus Copernicus University, Toruń, Poland; Austrian Space Forum, Austria; University of Innsbruck, Austria; Italian Mars Society, Italy; Laboratoire de I'Integration du Matériau au Systeme, Bordeaux University, France; Polish Mars Society, Poland",2014 IEEE Symposium on Computational Intelligence for Human-like Intelligence (CIHLI),"19 Jan 2015","2014","","","1","8","This article is devoted to explore the robotic and software support strategies based on a sample activity providing optimal inputs, namely a simulated human missions. This mission will be treated as a clean-sheet approach for operating multiple, diverse and adaptive agents in complex environments. Building upon existing state-of-the-art hardware, like mobile robots, astrobiological instruments and software architectures, results and experiences from previous missions involving the partners, high-fidelity analog field tests shall demonstrate the added value, potential and limitations of adaptive machines supporting humans in a challenging environment.","","978-1-4799-4506-1","10.1109/CIHLI.2014.7013396","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013396","mobile robots;multiagent system;knowledge base;adaptive agent","","","","","22","IEEE","19 Jan 2015","","","IEEE","IEEE Conferences"
"An approach for testing mobile agents using the nets within nets paradigm","Y. Kissoum; Z. Sahnoun; K. Barkaoui","Département d'informatique, Skikda University, Skikda, Algeria; LIRE Laboratory, Mentouri University, Constantine, Algeria; Laboratoire Cedric, CNAM Paris, Paris, France",2009 Third International Conference on Research Challenges in Information Science,"19 Jun 2009","2009","","","207","216","Among all the different architectures being researched in the field of multi-agent systems, the mobile agent has shown to be one of the most challenging and most critical systems. With more applications being developed, there is a need to ensure large and complicated mobile agent systems are functioning correctly, with minimum or no errors. Moreover, the model-based testing technique has gained attention with the popularization of models in software design and development. Since the paradigm on nets within nets is well suited to express the dynamics of open mobile agents, it is retained as an abstract model from which abstract test cases are generated. Those test cases are then concretized and addressed to the system under test. The responses of the system under test are, finally, compared to the expected results derived from the abstract test model. As a case study, we modeled a packet world example on which different colored packets are scattered. Agents that live in this virtual world have to collect those packets and bring them to their right destination.","2151-1357","978-1-4244-2864-9","10.1109/RCIS.2009.5089284","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5089284","Mobile Agents;Testing;Nets within Nets;Reference Nets;Renew","Mobile agents;System testing;Multiagent systems;Software testing;Application software;Error correction;Software design;Laboratories;Scattering;Buildings","","1","","32","IEEE","19 Jun 2009","","","IEEE","IEEE Conferences"
"A Tree-Structured Intelligence Entity Pool and Its Sharing among Ubiquitous Objects","R. Huang; J. Ma; Q. Jin","Hosei University, Tokyo, Japan; Hosei University, Tokyo, Japan; Waseda University, Saitama, Japan",2009 International Conference on Computational Science and Engineering,"9 Oct 2009","2009","2","","318","325","With the rapid advancing in electronics, VLSI, and nanotechnology, ubiquitous devices (u-objects) like mobile devices, sensing devices, RFID devices, IC cards, wireless devices, wireless wearable devices, etc. are getting more and more in number, smaller and smaller in size, and even invisible in form. In order to make them work without human involved and interaction, there is necessity of enabling them with intelligent, smart, or autonomic computing capabilities. Of course, intelligent function embedded is a straightforward approach. However, it may be difficult for the tiny devices to embed the intelligent computing capabilities due to their limited capacity and processing power. For a multiple intelligent agents system, it is not efficient to develop and maintain intelligent computing functions for each individual agent. Therefore, the idea is to design an intelligence entity sharing pool in which a requested intelligence entity can be dynamically composed from a number of atomic intelligence entities and complex intelligence entities residing in the intelligence entity pool and posted to virtual objects (v-object) in the v-object server for sharing by ubiquitous devices in the real world. This research is of three main phases: designing the intelligence entity sharing pool; mapping u-objects to virtual objects (v-objects); and developing a framework for intelligence entity sharing. This paper is mainly focused on describing the first two phases.","","978-1-4244-5334-4","10.1109/CSE.2009.326","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5284085","ubiquitous computing;intelligence entity;tree-structured knowledge representation;u-object;v-object","Competitive intelligence;Intelligent structures;Wireless sensor networks;Intelligent agent;Intelligent systems;Pervasive computing;Nanotechnology;Radiofrequency identification;Humans;Multiagent systems","","5","","21","IEEE","9 Oct 2009","","","IEEE","IEEE Conferences"
"A platform for the design, simulation and development of quadcopter multi-agent systems","R. Veloso; Z. Kokkinogenis; L. S. Passos; G. Oliveira; R. J. F. Rossetti; J. Gabriel","Department of Informatics Engineering (DEI), University of Porto, Portugal; Department of Informatics Engineering (DEI), University of Porto, Portugal; Department of Informatics Engineering (DEI), University of Porto, Portugal; Department of Informatics Engineering (DEI), University of Porto, Portugal; Department of Informatics Engineering (DEI), University of Porto, Portugal; Faculty of Engineering, University of Porto, Portugal",2014 9th Iberian Conference on Information Systems and Technologies (CISTI),"14 Aug 2014","2014","","","1","6","Unmanned Aerial Vehicles (UAVs) are gaining the attention of researchers around the world. Recently researchers apply the multi-agent paradigm to such domain taking advantage of its research in cognition, deliberation, and mainly coordination mechanisms. The aim of our research is to contribute to the multiple quadcopter simulation area introducing a platform for the design, simulation, and development of quadcopter MultiAgent Systems (MAS). Specifically for this paper, we minutely discuss the proposed architecture and present the implemented prototype focusing our experiments on the scalability and the resource usage of it. The results demonstrate that the centralised perspective limits the scalability mainly when the physical engine is being used; also, we identify that the method responsible for the 3D update is the platform's bottleneck. After this work different type of studies in social interaction of quadcopters will follow up as well as the improvement of the proposed architecture, for instance, using a multi-threading approach.","2166-0727","978-9-8998-4343-1","10.1109/CISTI.2014.6876915","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6876915","Multi-Agent Systems;Symbiotic Simulation;Unmanned Aerial Vehicles","Computer architecture;Engines;Three-dimensional displays;Symbiosis;Cognition;Scalability;Sensors","","6","","17","","14 Aug 2014","","","IEEE","IEEE Conferences"
"Mixing and memory: emergent cooperation in an information marketplace","A. A. Armstrong; E. H. Durfee","Artificial Intelligence Laboratory, University of Michigan, Ann Arbor, MI, USA; Artificial Intelligence Laboratory, University of Michigan, Ann Arbor, MI, USA",Proceedings International Conference on Multi Agent Systems (Cat. No.98EX160),"6 Aug 2002","1998","","","34","41","An information marketplace consists of a group of agents buying and selling information content and services. Self-interested agents may find it rational to cheat others in the market. The authors have modeled federations of digital libraries selling information to one another. In the model, cooperation emerges through endogenous incentives. They had hypothesized that a number of factors would encourage cooperation: greater familiarity with trading partners, more memory for modeling others, fewer initially misbehaving agents, lower rates of strategy exploration, smaller world sizes, and more rapidly evolving measures of the likelihood of other agents to cooperate. The simulations confirmed many of the hypotheses. However the benefits of a small world size are dependent on memory size, and the usefulness of rapidly evolving estimates of cooperation is dependent on the types of strategies employed by the agents. They suggest that it will become increasingly important to allow agents conceptually to carve their networked environment into subcommunities where familiarity and trust can emerge, as opposed to promoting indiscriminate interactions within a large society of digital agents.","","0-8186-8500-X","10.1109/ICMAS.1998.699029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=699029","","Software libraries;Bandwidth;Artificial intelligence;Laboratories;Probes;Costs;Spirals;Multiagent systems","","10","1","18","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"A Combined Reputation Model for Distributed System","F. Jin; Z. Niu","School of Software, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China",2009 First International Conference on Information Science and Engineering,"26 Apr 2010","2009","","","2783","2786","As more and more people enter into the virtual world based on the internet, reputation has become the key to punish the bad behaviors of people and encourage the good behaviors of them. How to evaluate effectively the reputation of the participators is the urgent problem which should be solved. The paper provides a combined reputation model TRUST for distributed environment. This model, according to the characteristics of internet, is based on the direct and indirect experience of service consumer to the service provider. It combines the merits of centralized evaluation and distributed evaluation through binding the centralized reputation and distributed reputation mechanism. Centralized reputation mechanism is used in communities; distributed reputation mechanism is used among communities. Simulating experiments prove this model can give service consumer more profit, thus adapting to the distributed system circumstance better.","2160-1291","978-1-4244-5728-1","10.1109/ICISE.2009.12","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5455353","","Web and internet services;Multiagent systems;Information science;Computer science;Authentication;Noise reduction","","1","","13","IEEE","26 Apr 2010","","","IEEE","IEEE Conferences"
"Multi-agent system based regional data grid","S. AlZahrani; A. Ayesh; H. Zedan","De Montfort University, Leicester, UK; De Montfort University, Leicester, UK; De Montfort University, Leicester, UK",2008 International Conference on Computer Engineering & Systems,"3 Feb 2009","2008","","","337","342","Grids are increasingly being used in applications, one of which is e-learning. As most of business and academic institutions (universities) and training centres around the world have adopted this technology in order to create, deliver and manage their learning materials through the Web, the subject has become the focus of investigate. Still, collaboration between these institutions and centres is limited. Existing technologies such as grid, Web services and agents are promising better results. In this paper we support building our architecture Regionally Distributed Architecture for Dynamic e-Learning Environment (RDADeLE) by using agent technology (Multi-Agent System) using Java Agent DEvelopment Framework (JADE). By describing these agents in details, we prove that agents can be implemented to work well to extend the autonomy and interoperability for regional data grid.","","978-1-4244-2115-2","10.1109/ICCES.2008.4773025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4773025","Data grid;Regional grid;Multi-Agent System (MAS);JADE;E-learning;Intelligent;Autonomous;Distributed data grid;Learning Objects (LO);Search","Multiagent systems;Electronic learning;Grid computing;Computer architecture;Web services;Management training;Collaboration;Service oriented architecture;Virtual environment;Topology","","2","","22","IEEE","3 Feb 2009","","","IEEE","IEEE Conferences"
"Predictive Multi-Agent-Based Planning and Landing Controller for Reactive Dual-Arm Manipulation","R. Laha; M. Becker; J. Vorndamme; J. Vrabel; L. F. C. Figueredo; M. A. Müller; S. Haddadin","Munich Institute of Robotics and Machine Intelligence, Technische Universität München (TUM), Munich, Germany; Institute of Automatic Control, Leibniz University, Hannover, Germany; Munich Institute of Robotics and Machine Intelligence, Technische Universität München (TUM), Munich, Germany; Munich Institute of Robotics and Machine Intelligence, Technische Universität München (TUM), Munich, Germany; Munich Institute of Robotics and Machine Intelligence, Technische Universität München (TUM), Munich, Germany; Institute of Automatic Control, Leibniz University, Hannover, Germany; Munich Institute of Robotics and Machine Intelligence, Technische Universität München (TUM), Munich, Germany",IEEE Transactions on Robotics,"29 Dec 2023","2024","40","","864","885","Future robots operating in fast-changing anthropomorphic environments need to be reactive, safe, flexible, and intuitively use both arms (comparable to humans) to handle task-space constrained manipulation scenarios. Furthermore, dynamic environments pose additional challenges for motion planning due to a continual requirement for validation and refinement of plans. This work addresses the issues with vector-field-based motion generation strategies, which are often prone to local-minima problems. We aim to bridge the gap between reactive solutions, global planning, and constrained cooperative (two-arm) manipulation in partially known surroundings. To this end, we introduce novel planning and real-time control strategies leveraging the geometry of the task space that are inherently coupled for seamless operation in dynamic scenarios. Our integrated multiagent global planning and control scheme explores controllable sets in the previously introduced cooperative dual task space and flexibly controls them by exploiting the redundancy of the high degree-of-freedom (DOF) system. The planning and control framework is extensively validated in complex, cluttered, and nonstationary simulation scenarios where our framework is able to complete constrained tasks in a reliable manner, whereas existing solutions fail. We also perform additional real-world experiments with a two-armed 14 DOF torque-controlled KoBo robot. Our rigorous simulation studies and real-world experiments reinforce the claim that the framework is able to run robustly within the inner loop of modern collaborative robots with vision feedback.","1941-0468","","10.1109/TRO.2023.3341689","State of Bavaria for the Geriatronics project; Region Hannover; Alfried Krupp von Bohlen und Halbach-Stiftung; KoBo34 by the BMBF(grant numbers:16SV7985); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10354340","Collision avoidance;dual-arm manipulation;motion and path planning;reactive and sensor-based planning","Task analysis;Robots;Planning;Robot kinematics;Collision avoidance;Jacobian matrices;Trajectory","","10","","90","IEEE","12 Dec 2023","","","IEEE","IEEE Journals"
"Planning agents in JAMES","B. Schattenberg; A. M. Uhrmacher","Faculty of Computer Science, University of Ulm, Ulm, Germany; Computer Science Department, University of Rostock, Rostock, Germany",Proceedings of the IEEE,"7 Aug 2002","2001","89","2","158","173","Testing is an obligatory step in developing multiagent systems. For testing multiagent systems in virtual, dynamic environments, simulation systems are required that support a modular, declarative construction of experimental frames, that facilitate the embedding of a variety of agent architectures and that allow an efficient parallel, distributed execution. We introduce the system JAMES (a Java based agent modeling environment for simulation). In JAMES, agents and their dynamic environment are modeled as reflective, time-triggered state automata. Its possibilities to compose experimental frames based on predefined components, to express temporal interdependencies, to capture the phenomenon of proactiveness and reflectivity of agents are illuminated by experiments with planning agents. The underlying planning system is a general-purpose system, about which no empirical results exist besides traditional static benchmark tests. We analyze the interplay between heuristics for selecting goals, viewing range, commitment strategies, explorativeness, and trust in the persistence of the world and uncover properties of the the agent, the planning engine, and the chosen test scenario: TILEWORLD.","1558-2256","","10.1109/5.910852","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=910852","","System testing;Multiagent systems;Strategic planning;Concrete;Benchmark testing;Computer science;Modular construction;Java;Automata;Engines","","26","","62","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"A multi-robot platform for mobile robots — A novel evaluation and development approach with multi-agent technology","S. Rockel; D. Klimentjew; J. Zhang",Univ. of Hamburg; Univ. of Hamburg; Univ. of Hamburg,2012 IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems (MFI),"10 Nov 2012","2012","","","470","477","In the field of robotics, typical, single-robot systems encounter limits when executing complex tasks. Todays systems often lack flexibility and inter-operability, especially when interaction between participants is necessary. Nevertheless, well developed systems for robotics and for the cognitive and distributive domain are available. What is missing is the common link between these two domains. This work deals with the foundations and methods of a middle layer that joins a multi-agent system with a multi-robot system in a generic way. A prototype system consisting of a multiagent system, a multi-robot system and a middle layer will be presented and evaluated. Its purpose is to combine highlevel cognitive models and information distribution with robot-focused abilities, such as navigation and reactive behavior based artificial intelligence. This enables the assignment of various scenarios to a team of mobile robots.","","978-1-4673-2512-7","10.1109/MFI.2012.6343020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6343020","mutli-agent system;mutli-robot system;mixed reality;distributed architectures;sensor fusion;intelligent systems;middle layer","Robot kinematics;Robot sensing systems;Hardware;Virtual reality;Mobile robots;Navigation","","10","","16","IEEE","10 Nov 2012","","","IEEE","IEEE Conferences"
"AI-Enabled Network-Functions Virtualization and Software-Defined Architectures for Customized Statistical QoS Over 6G Massive MIMO Mobile Wireless Networks","X. Zhang; Q. Zhu","Texas A&M University, USA; Texas A&M University, USA",IEEE Network,"5 Sep 2023","2023","37","2","30","37","With the rapid deployments of the fifth generation (5G) mobile wireless networks, the shift from the 5G to the sixth generation (6G) mobile wireless networks has attracted tremendous research attention around the world. Featuring with the explosively increasing multimedia-traffics with very diverse services requirements, the 6G mobile wireless networks need to provide the customized services with heterogeneous types of quality of service (QoS) guarantees. However, how to efficiently support these customized services with heterogeneous QoS provisioning for 6G wireless networks has imposed many new challenges not encountered before. To conquer these difficulties, in this article we propose the artificial intelligence (AI)-enabled integration of massive multiple-input-multiple-output (massive-MIMO) techniques with network functions virtualization (NFV) and software-defined network (SDN) architectures to support the customized services over the 6G mobile wireless networks. Specifically, we develop the AI-enabled network architectural schemes which efficiently integrate three 6G-candidate techniques - massive-MIMO, NFV, and SDN - to significantly improve key performances of heterogeneous statistical QoS provisioning in terms of effective capacity. We apply the massive MIMO transmission to substantially improve the channel throughput. Our NFV-based schemes abstract and slice the physical infrastructure and wireless resources in network data plane into several virtualized networks and obtain the optimal service delivery path with the maximum effective capacity among virtualized networks. Also, we develop a set of AI-enabled techniques including multiagent AI-plane architectures, edge-Al frameworks, and federated learning mechanisms for efficiently implementing our developed massive-MIMO-NFV-SDN integrated schemes. Collaborating with our developed platform and techniques, our multi-agent AI-plane based SDN controller coordinates the network nodes and resources allocations for each virtualized network. Our conducted extensive simulations validate and evaluate our developed massive-MIMO-NFV-SDN integrated architectures using AI-techniques, showing that they can efficiently support the customized statistical delay-bounded QoS provisioning over 6G mobile wireless networks.","1558-156X","","10.1109/MNET.005.2200408","U.S. Air Force(grant numbers:FA9453-15-C-0423); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10239348","","6G mobile communication;5G mobile communication;Wireless networks;Quality of service;Massive MIMO;Throughput;Network function virtualization;Artificial intelligence;Software defined networking","","8","","15","IEEE","5 Sep 2023","","","IEEE","IEEE Magazines"
"Nowhere to Go: Benchmarking Multirobot Collaboration in Target Trapping Environment","H. Zhang; J. Chen; J. Cheng; Y. Li; S. X. Yang; W. Zhang","School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; Advanced Robotics and Intelligent Systems Laboratory, School of Engineering, University of Guelph, Guelph, ON, Canada; School of Control Science and Engineering, Shandong University, Jinan, China",IEEE Transactions on Industrial Electronics,"19 Aug 2024","2024","71","11","14430","14439","Collaboration is one of the most important factors in multirobot systems. Considering certain real-world applications and to further promote its development, we propose a new benchmark to evaluate multirobot collaboration in target trapping environment (T2E). In T2E, two kinds of robots (called captor robot and target robot) share the same space. The captors aim to catch the target collaboratively, while the target will try to escape from the trap. Both the trapping and escaping process can use the environment layout to help achieve the corresponding objective, which requires high collaboration between robots and the utilization of the environment. For the benchmark, we present and evaluate multiple learning-based baselines in T2E, and provide insights into regimes of multirobot collaboration. We also make our benchmark publicly available and encourage researchers from related robotics disciplines to propose, evaluate, and compare their solutions in this benchmark.","1557-9948","","10.1109/TIE.2024.3366205","National Natural Science Foundation of China(grant numbers:61991411); National Key R&D Program of China(grant numbers:2021ZD0112002); National Natural Science Foundation of China(grant numbers:62103236); Project for Self-Developed Innovation Team of Jinan City(grant numbers:2021GXRC038); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10454103","Multiagent reinforcement learning (MARL);multirobot system;multirobot target trapping","Robots;Task analysis;Multi-robot systems;Collaboration;Benchmark testing;Force;Service robots","","2","","39","IEEE","29 Feb 2024","","","IEEE","IEEE Journals"
"MADRL-Based Joint Edge Caching and Bitrate Selection for Multicategory 360° Video Streaming","J. Zeng; X. Zhou; K. Li","Tianjin Key Laboratory of Advanced Networking, College of Intelligence and Computing, Tianjin University, Tianjin, China; Tianjin Key Laboratory of Advanced Networking, College of Intelligence and Computing, Tianjin University, Tianjin, China; Tianjin Key Laboratory of Advanced Networking, College of Intelligence and Computing, Tianjin University, Tianjin, China",IEEE Internet of Things Journal,"27 Dec 2023","2024","11","1","584","596","360° video streaming has gained increasing attraction in the current popular virtual reality, AR, and MR applications, which can provide users with an immersive experience. In tile-based 360° video streaming, edge caching and bitrate selection strategies are jointly designed to improve users’ Quality of Experience (QoE), which incorporates video quality and rebuffer. However, the existing QoE-driven approaches use a unified QoE function to guide the decisions of edge caching and bitrate selection, which neglect the impact of video quality and rebuffer on different categories of 360° videos, thus failing to provide high-average QoE for users. In this article, we propose a multiagent deep-reinforcement-learning-based joint edge caching and bitrate selection strategy for multicategory 360° video streaming to improve users’ average QoE. The key idea is to employ different edge caching and bitrate selection strategies for different video categories to enable fine-grained performance optimization. Based on multicategory 360° video streaming, we first model a joint edge caching and bitrate selection problem as a multiagent cooperative Markov decision process with the goal of maximizing users’ average QoE. Next, an Field-of-View-aware multiagent soft actor–critic (FA-MASAC) algorithm is designed to help agents collaboratively learn optimal edge caching and bitrate selection decisions in a distributed way, in which each video category is treated as an agent. Finally, experimental results on real-world data sets show that our proposed strategy can greatly benefit users’ average QoE compared to existing strategies.","2327-4662","","10.1109/JIOT.2023.3287187","National Key Research and Development Program of China(grant numbers:2019YFB2102400); National Natural Science Foundation of China(grant numbers:62072330); Natural Science Foundation of Tianjin(grant numbers:20211093); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10155309","Bitrate selection;edge caching;multiagent deep reinforcement learning (MADRL);multicategory 360° video streaming;Quality of Experience (QoE)","Streaming media;Bit rate;Quality of experience;Video recording;Quality assessment;Game theory;Bandwidth","","11","","42","IEEE","19 Jun 2023","","","IEEE","IEEE Journals"
"Toward Verifiable Real-Time Obstacle Motion Prediction for Dynamic Collision Avoidance","V. Kurtz; H. Lin","Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA",2019 American Control Conference (ACC),"29 Aug 2019","2019","","","2633","2638","Next generation Unmanned Aerial Vehicles (UAVs) must reliably avoid moving obstacles. Existing dynamic collision avoidance methods are effective where obstacle trajectories are linear or known, but such restrictions are not accurate to many real-world UAV applications. We propose an efficient method of predicting an obstacle's motion based only on recent observations, via online training of an LSTM neural network. Given such predictions, we define a Nonlinear Probabilistic Velocity Obstacle (NPVO), which can be used select a velocity that is collision free with a given probability. We take a step towards formal verification of our approach, using statistical model checking to approximate the probability that our system will mispredict an obstacle's motion. Given such a probability, we prove upper bounds on the probability of collision in multiagent and reciprocal collision avoidance scenarios. Furthermore, we demonstrate in simulation that our method avoids collisions where state-of-the-art methods fail.","2378-5861","978-1-5386-7926-5","10.23919/ACC.2019.8815387","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8815387","","Prediction algorithms;Collision avoidance;Training;Probabilistic logic;Uncertainty;Neural networks","","10","","19","","29 Aug 2019","","","IEEE","IEEE Conferences"
