"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An infrastructure for providing communication among users of virtual cultural spaces","T. A. Tavares; S. A. Oliveira; A. Canuto; L. M. Goncalves; G. S. Filho","Departmento de Informática, Universidade Federal da Paraíba, Joao Pessoa, Paraiba, Brazil; Departmento de Informática e Matemática Aplicada, Universidade Federal do Rio Grande do Norte, Natal, Rio Grande do Norte, Brazil; Departmento de Informática e Matemática Aplicada, Universidade Federal do Rio Grande do Norte, Natal, Rio Grande do Norte, Brazil; Departmento de Engenharia de Computação e Automação, Universidade Federal do Rio Grande do Norte, Natal, Rio Grande do Norte, Brazil; Departmento de Informática, Universidade Federal da Paraíba, Joao Pessoa, Paraiba, Brazil","WebMedia and LA-Web, 2004. Proceedings","1 Nov 2004","2004","","","54","61","Nowadays there exist several cultural spaces in the Internet and some of the real museums have been using it as an extension of their walls. A virtual cultural space can present to visitors any kind of artistic manifestation represented in a digital format. We propose a multiagent architecture used to enhance communication in cultural environments. Our proposal is based on a 3D environment where users are represented by avatars. Each avatar has a personal agent that captures all the relevant user actions. We have also others types of agent which are responsible for providing communication services. Also, we present a study case showing how these concepts were implanted in the ICSpace (Internet cultural space) environment.","","0-7695-2237-8","10.1109/WEBMED.2004.1348146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1348146","","Cultural differences;Global communication;Space technology;Virtual reality;Avatars;Multiagent systems;Web and internet services;Proposals;User interfaces;Communications technology","","1","","17","IEEE","1 Nov 2004","","","IEEE","IEEE Conferences"
"Learning with a context-aware multiagent system","M. Vladoiu; Z. Constantinescu","Department of Informatics, PG University of Ploiesti, Ploiesti, Romania; Department of Research and Development, Zeal Soft Limited, Bucharest, Romania",9th RoEduNet IEEE International Conference,"5 Aug 2010","2010","","","368","373","New technological developments have made it possible to interact with computer systems and applications anywhere and anytime. It is vital that these applications are able to adapt to the user, as a person, and to its current situation, whatever that is. Therefore, the premises for evolution towards a learning society and a knowledge economy are present. Hence, there is a stringent demand for new learner-centered frameworks that allow active participation of learners in knowledge creation within communities, organizations, territories and society, at large. This paper presents the multi-agent architecture of our context-aware system and the learning scenarios within multi-dimensional learning spaces that the system provides support for. This architecture is the outcome of our endeavor to develop ePH, a system for sharing public interest information and knowledge, which is accessible through always-on, context-aware services.","2247-5443","978-9-7373-9951-9","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5541539","context-aware systems;multiagent systems;case-based reasoning;multi-dimensional learning spaces","Multiagent systems;Context-aware services;Context awareness;Data mining;Application software;Information retrieval;Information filtering;Information filters;Informatics;Research and development","","","","26","","5 Aug 2010","","","IEEE","IEEE Conferences"
"TSI-Enhanced Engaging Pedagogical Agents","S. Leung; S. Virwaney; F. Lin; A. J. Armstrong","Athabasca University, Athabasca, Canada; Athabasca University, Athabasca, Canada; Athabasca University, Athabasca, Canada; Northern Alberta Institute of Technology, Edmonton, Canada","2011 International Conference on Internet of Things and 4th International Conference on Cyber, Physical and Social Computing","2 Feb 2012","2011","","","570","575","This paper presents an ongoing project that builds engaging, affectionate and effective pedagogical agents in 3D virtual worlds for learning. Employing the theory of Transformed Social Interaction (TSI), we design pedagogical agents with abilities of self-representation, emotional states reasoning and situational awareness. A prototype of a virtual quiz show, Quizmaster, has been implemented to realize these abilities, and will be used to test for the effectiveness of the approach.","","978-1-4577-1976-9","10.1109/iThings/CPSCom.2011.89","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6142198","virtual quiz games;pedagogical agent;transformed social interaction(TSI) theory;BDI agent;multiagent systems","Games;Servers;Rendering (computer graphics);Avatars;OWL;Context;Three dimensional displays","","3","","17","IEEE","2 Feb 2012","","","IEEE","IEEE Conferences"
"Intelligent pedagogical agents with multiparty interaction support","Yi Liu; Yam San Chee","School of Computing, National University of Singapore, Singapore; School of Computing, National University of Singapore, Singapore","Proceedings. IEEE/WIC/ACM International Conference on Intelligent Agent Technology, 2004. (IAT 2004).","18 Oct 2004","2004","","","134","140","Most current virtual world systems focus on the interaction between a single agent and the user. This simplification does not reflect the richness of a real social environment. The quantitative increment from the simple two-party interaction to a multi-party interaction does not merely increase the difficulty linearly. In fact, it leads to a much more complex situation involving multimodal communication, utterance understanding, and interaction style. Here, we introduce a four-layer agent architecture with multiparty interaction support. A Newtonian law learning environment based on this agent architecture is presented and how multiple agents cooperate to improve user learning is illustrated. The agent's interaction ability within a multiparty environment can be realized in three sections: planning and task execution, communication and understanding, as well as learning and coaching. Our entire system can be regarded as a step toward addressing and solving issues related to effective teaching in a multi-user environment within a sophisticated domain.","","0-7695-2101-0","10.1109/IAT.2004.1342935","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1342935","","Intelligent agent;Physics;Education;Natural languages;Humans;Virtual environment;Technological innovation;Collaborative work;Face;Multiagent systems","","2","","7","IEEE","18 Oct 2004","","","IEEE","IEEE Conferences"
"NeXuS: delivering behavioural realism through intentional agents","G. M. P. OHare; A. G. Campbell; J. W. Stafford","Adaptive Information Cluster, University College Dublin, Ireland; Department of Computer Science, University College Dublin, Ireland; Department of Computer Science, University College Dublin, Ireland","Proceedings of the 2005 International Conference on Active Media Technology, 2005. (AMT 2005).","12 Sep 2005","2005","","","481","486","This paper explores the challenge of delivering behavioural realism to embedded avatars. An agent based approach is adopted and demonstrated within a mixed reality (MR) environment. The realism of an avatar is driven by the state of the intentional agent that underpins its behaviour. The traditional disconnect often found with avatars that exhibit shallow levels of behavioural realism is no longer evident.","","0-7803-9035-0","10.1109/AMT.2005.1505402","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1505402","","Avatars;Virtual reality;Educational institutions;Cognitive science;Design automation;Displays;Containers;Space technology;Computer science;Multiagent systems","","2","","14","IEEE","12 Sep 2005","","","IEEE","IEEE Conferences"
"""Plug and test"" - software agents in virtual environments","A. M. Uhrmacher; B. G. Kullick","Department of Computer Science, University of Rostock, Rostock, Germany; Faculty of Computer Science, University of Ulm, Ulm, Germany",2000 Winter Simulation Conference Proceedings (Cat. No.00CH37165),"6 Aug 2002","2000","2","","1722","1729 vol.2","James, a Java based agent modeling environment for simulation has been developed to support the compositional construction of test beds for multi-agent systems and their execution in distributed environments. The modeling formalism of James imposes only few constraints on the modeling of agents and facilitates a ""plug and test"" with pieces of agent code which has been demonstrated in earlier work. However, even entire agents can be run in James as they are run in their run-time environment. The integration of agents as a whole is based on model templates which serve as the agents' interface and representative during the simulation run. The effort which is put into defining model templates for selected agent systems obviates the need for the single agent programmer to get acquainted with the underlying modeling and simulation formalism. Instead, the agent programmer can compose the experimental frame and test the programmed agents as they are. The approach is illustrated with agents of the mobile agent system, Mole.","","0-7803-6579-8","10.1109/WSC.2000.899162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=899162","","Plugs;Software testing;Software agents;System testing;Computational modeling;Multiagent systems;Discrete event simulation;Computer science;Programming profession;Virtual environment","","8","","19","","6 Aug 2002","","","IEEE","IEEE Conferences"
"A Normative Agent System to Prevent Cyberbullying","T. Bosse; S. Stam","Vrije Universiteit Amsterdam, Amsterdam, Netherlands; Vrije Universiteit Amsterdam, Amsterdam, Netherlands",2011 IEEE/WIC/ACM International Conferences on Web Intelligence and Intelligent Agent Technology,"10 Oct 2011","2011","2","","425","430","Automated approaches to prevent the negative effects of cyber bullying mainly focus on affective agents that provide support for victims. The current paper takes a complementary approach, which attempts to minimise the amount of occurrences of cyber bullying in the first place. The approach consists of a system of normative agents, which are physically present in a virtual society. The agents, which reason based on a BDI-model, use a number of techniques to detect various norm violations, including insulting and following. By using rewards and punishments, they try to reinforce the desired behaviour of the users. The system has been implemented and tested within a virtual environment for children between 6 and 12 years old, called Club Time Machine. In a real world experiment, the behaviour of the users of the virtual environment has been logged and analysed by means of a logic-based checking tool. The results show that the normative agents have the potential to reduce the amount of norm violations on the long term.","","978-1-4577-1373-6","10.1109/WI-IAT.2011.24","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6040669","cyberbullying;normative agents;BDI","Virtual environments;XML;Pattern matching;Monitoring;Engines;Multiagent systems;Servers","","19","1","18","IEEE","10 Oct 2011","","","IEEE","IEEE Conferences"
"Collective Operations as Building Blocks for Agent Cooperation","N. T. Duc; I. Takeuchi","Akihabara Daibiru 13F, University of Tokyo, Chiyoda, Tokyo, Japan; Akihabara Daibiru 13F, University of Tokyo, Chiyoda, Tokyo, Japan",2008 International Conference on Computational Intelligence for Modelling Control & Automation,"24 Jul 2009","2008","","","925","930","Cooperation is the process of synchronization and exchanging useful knowledge between agents in multiagent systems. Since cooperation associates agents into a collaborative team to reach the overall goals of the systems, it is a crucial requirement for creating intelligent multiagent systems. This paper presents an approach for building complex cooperation protocols from simple primitives called collective operations. Collective operations are implemented in a new agent oriented programming language named Yaccai. The syntax and semantics of collective operations are designed to be effective for description of cooperation protocols while maintaining the autonomous computational model of agents. Our experiment shows that, collective operations are flexible building blocks for realization of cooperative multiagent systems.","","978-0-7695-3514-2","10.1109/CIMCA.2008.109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5172749","agent cooperation;collective operation;agent execution model;multiagent system","Multiagent systems;Protocols;Broadcasting;Scattering;Collaboration;Intelligent agent;Computer languages;Computational modeling;Message passing;Parallel programming","","","","7","IEEE","24 Jul 2009","","","IEEE","IEEE Conferences"
"MARL Sim2real Transfer: Merging Physical Reality With Digital Virtuality in Metaverse","H. Shi; G. Liu; K. Zhang; Z. Zhou; J. Wang","Department of Computer Science, Tongji University, Shanghai, China; Department of Computer Science, Tongji University, Shanghai, China; Department of Computer Science, Tongji University, Shanghai, China; Department of Computer Science, Tongji University, Shanghai, China; Computer Science and Software Engineering Department, Monmouth University, West Long Branch, NJ, USA","IEEE Transactions on Systems, Man, and Cybernetics: Systems","16 Mar 2023","2023","53","4","2107","2117","Metaverse is an artificial virtual world mapped from and interacting with the real world. In metaverse, digital entities coexist with their physical counterparts. Powered by deep learning, metaverse is inevitably becoming more intelligent in the interactions between reality and virtuality. However, it is confronted with a nontrivial problem known as sim2real transfer when deep learning techniques try to bridge the reality gap between the physical world and simulations. In this article, we use multiagent deep reinforcement learning (MARL) to implement collective intelligence for digital entities as well as their physical counterparts. To model the immersive environments in metaverse, we define a nonstationary variant of Markov games and propose a recurrent MARL solution to it. Based on the solution, MARL sim2real transfer that bridges real and virtual multiple unmanned aerial vehicle (multi-UAV) systems is successfully conducted by employing recurrent multiagent deep deterministic policy gradient (R-MADDPG) with the domain randomization technique. Additionally, we use perception-control modularization to improve the generalization performance of MARL policies and make training more efficient.","2168-2232","","10.1109/TSMC.2022.3229213","National Natural Science Foundation of China(grant numbers:62172299,62032019); Shanghai Science and Technology Committee(grant numbers:22511105500); Lab of High Confidence Embedded Software Engineering Technology(grant numbers:LHCE-SET202201); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9993797","Metaverse;multiagent deep reinforcement learning (MARL);multiple unmanned aerial vehicle (multi-UAV) nonstationary Markov game;sim2real transfer","Metaverse;Games;Markov processes;Task analysis;Robots;Vehicle dynamics;Training","","31","","56","CCBY","20 Dec 2022","","","IEEE","IEEE Journals"
"Research on a virtual manufacturing system","Huang Keming; Wang Dahu; Zhang Tong; Zhang Jiaolong","School of Electrical Engineering & automation, Henan Polytechnic University, Jiaozuo, Henan, China; School of Electrical Engineering & automation, Henan Polytechnic University, Jiaozuo, Henan, China; School of Electrical Engineering & automation, Henan Polytechnic University, Jiaozuo, Henan, China; School of Electrical Engineering & automation, Henan Polytechnic University, Jiaozuo, Henan, China",2010 International Conference on Mechanic Automation and Control Engineering,"3 Aug 2010","2010","","","3057","3060","In the paper a multi-agent virtual manufacturing system is presented. This system offers a tremendous opportunity for a new kind of communication. The implementation of such a system has been made possible only by the advent of the Internet and distributed programming, increasing the flexibility of the client-server-based approach. The architecture, detailed functional models, and implementation of the system have been presented. As part of the architecture, the concept of an application independent server composed of autonomous modules is proposed. Ideally the user can access the system from any part of the world through the Internet.","","978-1-4244-7739-5","10.1109/MACE.2010.5535375","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5535375","virtual manufacturing;modelling;multi-agent system;network","Virtual manufacturing;Virtual enterprises;Internet;Multiagent systems;Manufacturing industries;Agile manufacturing;Production systems;Information technology;Telecommunication computing;Manufacturing automation","","1","","6","IEEE","3 Aug 2010","","","IEEE","IEEE Conferences"
"Adaptive Social Metaverse Streaming Based on Federated Multiagent Deep Reinforcement Learning","Z. Long; H. Wang; H. Dong; A. El Saddik","Multimedia Communications Research Laboratory (MCRLab), University of Ottawa, Ottawa, ON, Canada; Multimedia Communications Research Laboratory (MCRLab), University of Ottawa, Ottawa, ON, Canada; Ottawa Research Center, Huawei Technologies Canada, Ottawa, ON, Canada; Multimedia Communications Research Laboratory (MCRLab), University of Ottawa, Ottawa, ON, Canada",IEEE Transactions on Computational Social Systems,"","2025","PP","99","1","12","The social metaverse is a growing digital ecosystem that blends virtual and physical worlds. It allows users to interact socially, work, shop, and enjoy entertainment. However, privacy remains a major challenge, as immersive interactions require continuous collection of biometric and behavioral data. At the same time, ensuring high-quality, low-latency streaming is difficult due to the demands of real-time interaction, immersive rendering, and bandwidth optimization. To address these issues, we propose adaptive social metaverse streaming (ASMS), a novel streaming system based on federated multiagent proximal policy optimization (F-MAPPO). ASMS leverages F-MAPPO, which integrates federated learning (FL) and deep reinforcement learning (DRL) to dynamically adjust streaming bit rates while preserving user privacy. Experimental results show that ASMS improves user experience by at least 14% compared to existing streaming methods across various network conditions. Therefore, ASMS enhances the social metaverse experience by providing seamless and immersive streaming, even in dynamic and resource-constrained networks, while ensuring that sensitive user data remain on local devices.","2329-924X","","10.1109/TCSS.2025.3555419","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10955488","Adaptive bit rate (ABR) streaming;extended reality (XR);federated learning (FL);multiagent reinforcement learning;social metaverse","Metaverse;Servers;User experience;Bit rate;Quality of experience;Data privacy;Blockchains;Training;Rendering (computer graphics);Headphones","","","","","IEEE","8 Apr 2025","","","IEEE","IEEE Early Access Articles"
