Title,Abstract,Keywords
Collaborative prototyping in distributed virtual reality using an agent communication language,"We describe our work on multiagent systems in a distributed virtual reality environment. Our main goal in the LI2 laboratory is to make interactive and co-operative prototyping for well defined systems. Users and software agents evolving in our virtual worlds can interact, communicate and modify their behavior. The article focuses on the way our agents communicate in a ""natural language"" by exchanging information and knowledge. For this purpose we have developed a communication language based on ""speech acts theory"" and on agent communication languages (ACL). The Knowledge Query Manipulation Language (KQML) is the ACL we have chosen to develop high level communication among ""intelligent agents"". To validate our developments and thus the KQML specifications, we have tested them in a contract net application. Contract net applications use communication mechanisms based on offers, bids, contracts and so on, which can be designed by KQML message exchanges.",
Agent mediation and management of virtual communities: a redefinition of the traditional community concept,The paper explores the evolution of the concept of community in the light of computer mediated immersive virtual environments. The traditional concept of community has become strained in its attempts to capture the evolving virtual community. We believe the concept of the virtual community is of paramount importance and examine the extent to which this is being redefined to cater for it. We examine the management and mediation of such an environment and specifically the social process associated with the cohabited users. We advocate the use of multi-agent systems in delivering this functionality.,
Multirobot cooperation on virtual environment using Volunteer Based Cooperation Protocol,"We develop an experimental platform for heterogeneous multirobot cooperation which has both advantages of two evaluations means for multirobot cooperation, experiment with real robots and simulation. In this system, the real robots interact with the virtual environment and efficient evaluation of the multirobot cooperation in various kinds of work fields is possible. Volunteer Based Cooperation Protocol is proposed to reduce communication cost required in the multirobot cooperation.",multi-agent systems;multirobot cooperation;virtual environment system
Using a Declarative Language to Describe the Interactions in Virtual Scenes,"A generic platform useful to design and run virtual scenes as a result of a human-like description is introduced. The present article describes the operation of one of the main components of such platform: the virtual-environment (VE) editor. The main goal of the VE editor is to allow a human description of a virtual scene and translate it, if errors-free, into a set of low-level commands. The modeler is provided a declarative language useful to: a) arrange the virtual entities using geometric constraints instead of geometrical data, b) assign personalities to virtual humans, and c) specify goals to be fulfilled by virtual humans. A scene takes place in a specific world. For every different world to model a set of rules must be defined. The VE editor allows the specification of some features related to a particular virtual world, including the following: actions and skills that can be performed, virtual entities acceptable, pre-and post- conditions for interactions, effect of natural laws (gravity, collisions), and a set of rules, which reject or allow the assignment of goals according to the state of virtual humans",
Virtual sensors for dynamic virtual environments,"This paper proposes a sensor-based mechanism that allows virtual creatures to perceive the environment that surrounds them. We are keen on modeling the behavior of real-life creatures via VR-techniques. Every living creature is endowed by a number of senses, by means of which, the creature is aware of the world around. We picture the environment as a multi-agent system, where every agent has, primarily, a knowledge base, a sensors and effectors to allow interaction. The effectors may launch actions (graphical changes), noises, messages or aromas. The sensors model, particularly, the sight, hearing and smell senses of a living creature. Every sensor has specific perception capabilities and gathers partial or full information about the objects around. Through the sensors, a virtual creature is aware of the environment and capable to increase the knowledge base. The local state of a creature can be amplified by allowing cooperation between agents",
"A virtual laboratory for multiagent systems: Joining efficacy, learning analytics and student satisfaction","This study introduces a distributed virtual laboratory for a multiagent programming course which has been very satisfactorily adopted by students, with a success rate of nearly 80%. It also aims at capturing the daily activity of students, providing the basis for data-driven assessment. Finally, it also allows for using process mining technologies to unveil successful and failed behaviors of students enabling the teacher for an early detection and intervention to improve their learning experience.",Learning analytics;data-driven assessment;multiagent systems
A Multiagent Tool to Simulate Hybrid Real/Virtual Embedded Agent Societies,"Decomposing a real world problem into a multiagent solution and implementing the corresponding embedded multiagent system are difficult tasks. Agent models must be degraded in respect with resource constraints (memory, CPU) and energomic constraints. These constraints introduce deviations at two levels: the embedded agent and the whole system. This paper introduces hardware/software hybrid simulation of multiagent systems where real physical and virtual simulated agents cohabit. It presents the MultiAgent Hardware Software Simulator (MASH) and a discussion about our experience in using this tool.",embedded multiagent system;simulation
Intelligent Pedagogical Agents in immersive virtual learning environments: A review,"The concept of Intelligent Pedagogical Agents (IPA) has been an important research topic for a long time. IPA is supported by multi-agent systems research derived from AI. IPA provides personalized instruction, increase learner motivation, and act pedagogically on behalf or with the learner. On the other hand, virtual environments add value to the education process by giving new educational possibilities and computational-richness support. Combining both IPA and Virtual environments can make a promising approach for effective computer-aided learning. This paper provides a review on IPA and related topics focusing on a general overview of the topic, gives a detailed review in the application domain of virtual learning environments, and outlines a proposal for a flexible conceptual approach for the flexible application in different learning settings.",
The Cooperation Behaviors of Multiple Intelligent Virtual Agents Based on the Situation Calculus,"The behaviors of intelligent virtual agents displayed in virtual reality should be derived from theirs ""intelligence"". So we extend ConGolog to EConGolog by formalizing the belief and intention of agents under the framework of Situation Calculus and adding communication actions in the earlier ConGolog. Meanwhile, we propose a novel cooperation model of requirement/service and corresponding cooperation Semantics for multi-agent system based on EConGolog. We give a case of the multi-agent system to achieve the cooperation based on reason about action and performance of action among agents in the dynamic and incompletely known environment. In addition, we develop an animation description language ECGADL based on EConGolog. It can implement the animation of various complex behaviors of the agents more conveniently and flexibly.",
In The Truman Show: Generating Dynamic Scenarios in a Driving Simulator,"All the devices, animals, and people make their decisions based on what you're doing, but you don't know it or even notice it. Your world is that of Truman Burbank, from the 1998 movie The Truman Show. With this idea in mind, we've taken the movie metaphor to implement a prototype simulation system where the user steps into Truman's shoes. The set of our ""movie"" is a driving simulator, and the user is learning to drive a car. During the driving lessons, users drive in a virtual world that lets them experience all kinds of traffic scenarios. The system generates the scenarios with the student as the focal point, and the other traffic entities respond to the student's behavior, without the student noticing. To control the traffic scenarios and make them more effective, our prototype employs an agent-based framework. In this framework, each entity in the simulator is an actor agent playing a role. The prototype also includes a hierarchy of directors that directs the main action and the behind-the-scenes activity. The advantage of the movie metaphor is that it helps separate scenario description from scenario playing. The agents can read their required information from a script and perform their actions based on that information. Using this framework lets us build software that's extensible, maintainable, and easy to understand",multiagent systems;artificial intelligence;driving simulation
Interactions Between Agents As Shared Resources in Multi-Agents Systems,"In this paper we defend the advantages of a representation of agent behaviors, based on the concept of interaction. Although the behavior of an agent is usually included in its structure, we dissociate here the concept of agent from that of interaction, each one being associated with a specific ontology. This approach is especially valuable for increasing the reutilisability of the interactions, which are very often generic even in contexts where the agents are not. In a first part, we describe and compare our approach to the classic one. Then a list of properties is given to show the benefit to consider an interaction, not only as a communication means, but also as an entity shared by all agents and not reserved to some of them. An illustration of our approach is given in a road traffic application using VRML.",
Smooth migration from the Virtual design to the real manufacturing control,"The virtual manufacturing concept is based on the use of computational resources during the design of products and manufacturing systems, reducing the ramp-up time to market and the costs for the system's design, operation and reconfiguration. Combined with emergent paradigms for manufacturing control, such as multi-agent systems and service-orientation principles, and using a formal language to describe the system behavior, e.g. Petri nets, a truly and complete virtual production environment is achieved. This paper discusses this powerful approach to the virtual design and production environment driven by formal models, allowing users to design and deploy collaborative and reconfigurable automation applications in a faster and cost-effective fashion. A special attention is devoted to the process of migration from the virtual environment to the real world, aiming to reduce the transition time and increasing the efficiency of the process.",
Modeling Process of a Third Dimension Universe for Transportation Simulation: Application to Railway System,"In past years, 3D models of virtual worlds have been used in several applications such as urban planning, simulation and design. In the railway field, that we chose as a field of application to illustrate our proposals in this article, simulation makes sense because of the complexity involved and the risk for personnel during upstream phases of validation. To be able to simulation with enough precision, the model of the virtual universe is a key point. Especially For train component simulation, an accurate and detailed model of the train component is mandatory. For training the drivers within a serious game, a high visual quality is required. Obtaining a single model supporting these two constraints at the same time at the lowest cost is still an open issue and involved many actors. Our contribution is a methodology and a process for creating a virtual universe model, based on automatic model generation, in order to allow the creation of large-scale universes while guaranteeing a level of details appropriate to the need, a model of constant quality and including semantic data necessary for simulation, while reducing the modeling costs and the modeling duration. The proposed process is applied to train simulation.",
Behavioural realism of modelling multi-agent communication protocols in virtual environment,"This paper presents an advanced implementation of a virtual environment to develop and test communication protocols for multi-agent systems. This because virtual environments provide 3d simulation tools that allow for more realistic simulations. Embedding human capability into the control system software, the work considers the application of a multiple robots communication system. Current implementations of full-scale virtual environments to evaluate robotic applications is used for the purpose of simulating and testing the hardware whilst producing single-robot applications. The work presented in this paper exemplifies the use of full-scale virtual environments to test the communication between multiple robots. This implementation of virtual environments is shown to be efficient as it allows users to: a) greater understand the robots' behaviours under different communication rules, b) easier compare different communication techniques, centralised/decentralised and hybrid communications. Employing the virtual environment as a testing tool increases the efficiency of the evaluation process. The visual assessment outputs using a semiimmersive full-scale environment also has been advantageous in directing numerical analysis.",
Robot media communication: an interactive real-world guide agent,"Describes a guide system and the software architecture for an autonomous, interactive robot based on a multi-agent system. A robot navigation system has been developed allowing the robot to guide people through halls in various types of exhibitions. Our approach uses an infrared location system in the hallway ceilings, making the environment part of a sensor-distributed robot system. The real-world guide agent is composed of a guide agent on a hand-held mobile computer and a robot agent on an autonomous mobile robot. The guide agent plays the role of ""robot media"" in order to integrate information in the information space of the mobile computer and the physical space of the exhibits in order to guide visitors through the physical space. This research aims to develop a cooperative adaptive system using two-way communication among spaces, media and human beings to construct transparent knowledge boundaries between the real space and the virtual space. The virtual space is generated from computer data using shared space technology and it creates a distributed intelligence in order to manage the communication and control the guide in a laboratory. We have experimented with and verified this software architecture using a prototype autonomous mobile robot equipped with a compass.",
Collaborative shopping based on multi-agent in virtual environments,"Existing e-commerce applications on the Internet provide the users a relatively simple, browser-based interface to access available products. Customers are not provided with the realistic shopping experience as they would in an actual store or mall. So This work presents a collaborative shopping system based on multiagent that can provide the customers with simulation of the shopping experience in a real world. With the creation and application of the avatar in the 3D virtual shopping mall, the customers can change their role from ""hollow-man"" to human. By the combination of the sociality with virtual environment, the system can not only imitates realistic communication among special customers who are favorable to the same products but also realize the communication between multiple avatars.",
Analysis of the Virtual Enterprise Partner Selection Based on Multi-agent System,"Todaypsilas world, virtual enterprise is regarded as the most competitive management model of enterprises that face the resource of the globe. How to select the best partner enterprise is a key section of the whole process of virtual enterprise creation. This paper proposed an instructor of remote manufacturing system supporting dynamic alliance for virtual enterprises with the multi-agent technology to solve the problem of partner enterprise selections.",Virtual Enterprise (VE);Partner Selection;Multi-Agent System;Analytic Hierarchy Process (AHP)
Research on multi-agent system based trust model of partner selection of virtual enterprise,"Virtual enterprise is the outcome of fierce competition in the world market. The selection of partners is one of the key factors for the success of virtual enterprises. Multi-agent system is an incompact agent federation composed of many agents, with its characteristics identical to virtual enterprises. It is, therefore, reasonable and effective to apply to the selection of enterprises' partner. The issue of trust is a hot topic in multi-agent system. The present trust model cannot well solve the problem of identifying the initial trust value of applicant agents. Moreover, there is room for improvement as to the calculation of agent trust value. This study puts forward a new trust management model based on multi-agent system. In the model, a fuzzy algorithm is used to calculate the initial value of the agent instead of a static definition. In addition, an independent validation module is used to test information reliability. Therefore, the problems of identifying initial trust value can be solved. Through system simulation, it is noted that based on the trust management model the cooperation rate has been enhanced and individual agent's income has risen by a big margin.",Multi-Agent System;Virtual Enterprise;Partner Selection;Trust Model
Model and Optimization of Collaborative Logistics System In Agent-based Agile Virtual Enterprises,"On the basis of analyzing the framework of collaborative logistics system in agile virtual enterprise (AVE), according to the craft work chain of product in agile virtual enterprise (AVE), the three-dimension evolution model is developed. Combining dynamic programming with MATLAB on machining tasks and logistics resources on the craft work chain of product are discussed. The purpose is to make reasonable use of world resources and to quickly collocate all kinds of resources, and to response to the need of customers in the way of efficient collaboration by means of virtual network according to the product task, and to improve the agility.",Agile virtual enterprise;multi-agent system;collaborative logistics;modeling
Simulating a Multi-Agent UAV System Coordinated by State Machines Using Godot,"Unmanned aerial vehicles have advanced quickly and are now a dominant force in several domains, including military, security, and even logistics. 3D simulations with virtual environments are cost effective tools for assessing feasibility and costs of developing new systems or upgrading current systems. This is especially true for multiagent or swarm systems that require many agents working in concert. The total costs can be much higher when only physical prototypes are used for testing and analysis. There are existing 3D libraries for aiding with UAV simulations, but they’re too specialized; it is difficult to create highly customized virtual environments with these packages. A simulation development framework needs to be capable and stable for accurate simulations yet generalized enough that any types of simulations can be developed without exhausting efforts. This paper explores the feasibility and ease of using Godot, an open-source game engine, to develop a simulation that can assess the function of a multiagent UAV system. It is found that the Godot engine is a powerful tool that is both accurate and generalized enough to develop highly customizable UAV simulation. This allows verification and testing of UAV designs and control algorithms in highly customizable and flexible virtual environments, using a free open-sourced tool.",component; 3D Virtual Environments;Multiagent Systems;Unmanned Aerial Vehicles
UTSAF: a multi-agent-based framework for supporting military-based distributed interactive simulations in 3D virtual environments,"A military-based distributed interactive simulation (DIS) such as ModSAF has been used for many years. Several problems of the DIS-based simulation to support a large and heterogeneous virtual simulation environments have been discovered. To solve these problems, we propose an architectural multi-agent-based framework to support a large military-based simulation with 3D visualization using inexpensive game simulators. several software agents are used to support interoperability between DIS-based military simulation nodes and unreal tournament game simulators. A software agent is used to reduce DIS traffic to efficiently utilize network bandwidth. It also performs protocol conversion between DIS protocol and a game engine protocol. Additionally, using a multi-agent system, our work is easily expandable to support several network environments and also to support agent-based intelligent operations. Our main contribution is twofold. We use multi-agent system which is scalable to support our framework. In addition, our framework builds a simulation bridge that enables affordable high-quality 3D viewer node using affordable game simulations for military simulations.",
Supporting collaborative virtual meetings using multi-agent systems,"In an increasingly sophisticated global business environment there is often a need to be able to bring together professionals from all types of organizations from all over the world. Those professionals operate under severe time constraints and a conventional face-to-face meeting is both impractical and expensive. Virtual meetings have proved to be a convenient alternative, offering a flexible meeting domain more suitable for the busy executive. This paper explores the concept of using a peer-to-peer network and multi-agent systems to facilitate virtual meetings, managing the artifacts required for the session. By the use of a laptop, PDA or similar electronic device the meeting participant can join the meeting and collaborate in the discussion.",Virtual Meetings;Peer-to-Peer;Multi-agent systems;Collaboration
Designing and Deploying Real World Multiagent Systems Using Hardware in the Simulation Loop: An Approach and a Tool,"Designing a real world complex system requires to use decentralized artificial intelligence. Such a system involves self-organization techniques, advanced interaction models, real-time architectures... To simplify the design step, it can be necessary to reproduce the behavior of the whole designed system in a virtual environment before to deploy the designed application on the real world devices. In such a deployment, the used models must be degraded in respect with device constraints (memory, CPU) and other physical constraints (thermal dissipation, energy consumption...). This paper proposes a new approach and a tool to support such a deployment.",
Supporting Adaptive Virtual Environments with Intelligent Agents,"Adaptive Virtual Environments have been developed aiming at generating 3D environments adapted to user's necessities and interests. Navigation aid techniques and content adaptation improve user interaction in such environments. This article presents a system for supporting real time adaptive virtual environments. A multiagents architecture is used to manage contents updating in the virtual world according to user profile evolution. Its agents utilize the User Model, the Environment Model and a 3D objects database for decision-making on the necessary updating. A manager agent is responsible to accompany the user's actions through the user interface to collect information that may be used to update his/her profile. This agent also controls the communication between agents.",
A fuzzy evolutionary approach for collaborative clustering in multi-agent systems with application to emergent virtual organizations,"An approach to dynamic collaborative clustering in multi-agent systems is proposed. The approach determines the optimal configuration of an emergent virtual organization by clustering the best partners for each activity contributing towards the organizations' goal. The approach consists of two parts: 1) in a dynamic, ever expanding agent domain it performs an open evolutionary search for the best possible partners to be added to the organization; and 2) it uses fuzzy entropy minimization to continuously maintain the optimal configuration of the partnering agents in terms of their interactions to best fulfill the global goal of the organization.",
An infrastructure for providing communication among users of virtual cultural spaces,"Nowadays there exist several cultural spaces in the Internet and some of the real museums have been using it as an extension of their walls. A virtual cultural space can present to visitors any kind of artistic manifestation represented in a digital format. We propose a multiagent architecture used to enhance communication in cultural environments. Our proposal is based on a 3D environment where users are represented by avatars. Each avatar has a personal agent that captures all the relevant user actions. We have also others types of agent which are responsible for providing communication services. Also, we present a study case showing how these concepts were implanted in the ICSpace (Internet cultural space) environment.",
Learning with a context-aware multiagent system,"New technological developments have made it possible to interact with computer systems and applications anywhere and anytime. It is vital that these applications are able to adapt to the user, as a person, and to its current situation, whatever that is. Therefore, the premises for evolution towards a learning society and a knowledge economy are present. Hence, there is a stringent demand for new learner-centered frameworks that allow active participation of learners in knowledge creation within communities, organizations, territories and society, at large. This paper presents the multi-agent architecture of our context-aware system and the learning scenarios within multi-dimensional learning spaces that the system provides support for. This architecture is the outcome of our endeavor to develop ePH, a system for sharing public interest information and knowledge, which is accessible through always-on, context-aware services.",context-aware systems;multiagent systems;case-based reasoning;multi-dimensional learning spaces
TSI-Enhanced Engaging Pedagogical Agents,"This paper presents an ongoing project that builds engaging, affectionate and effective pedagogical agents in 3D virtual worlds for learning. Employing the theory of Transformed Social Interaction (TSI), we design pedagogical agents with abilities of self-representation, emotional states reasoning and situational awareness. A prototype of a virtual quiz show, Quizmaster, has been implemented to realize these abilities, and will be used to test for the effectiveness of the approach.",virtual quiz games;pedagogical agent;transformed social interaction(TSI) theory;BDI agent;multiagent systems
Intelligent pedagogical agents with multiparty interaction support,"Most current virtual world systems focus on the interaction between a single agent and the user. This simplification does not reflect the richness of a real social environment. The quantitative increment from the simple two-party interaction to a multi-party interaction does not merely increase the difficulty linearly. In fact, it leads to a much more complex situation involving multimodal communication, utterance understanding, and interaction style. Here, we introduce a four-layer agent architecture with multiparty interaction support. A Newtonian law learning environment based on this agent architecture is presented and how multiple agents cooperate to improve user learning is illustrated. The agent's interaction ability within a multiparty environment can be realized in three sections: planning and task execution, communication and understanding, as well as learning and coaching. Our entire system can be regarded as a step toward addressing and solving issues related to effective teaching in a multi-user environment within a sophisticated domain.",
NeXuS: delivering behavioural realism through intentional agents,This paper explores the challenge of delivering behavioural realism to embedded avatars. An agent based approach is adopted and demonstrated within a mixed reality (MR) environment. The realism of an avatar is driven by the state of the intentional agent that underpins its behaviour. The traditional disconnect often found with avatars that exhibit shallow levels of behavioural realism is no longer evident.,
"""Plug and test"" - software agents in virtual environments","James, a Java based agent modeling environment for simulation has been developed to support the compositional construction of test beds for multi-agent systems and their execution in distributed environments. The modeling formalism of James imposes only few constraints on the modeling of agents and facilitates a ""plug and test"" with pieces of agent code which has been demonstrated in earlier work. However, even entire agents can be run in James as they are run in their run-time environment. The integration of agents as a whole is based on model templates which serve as the agents' interface and representative during the simulation run. The effort which is put into defining model templates for selected agent systems obviates the need for the single agent programmer to get acquainted with the underlying modeling and simulation formalism. Instead, the agent programmer can compose the experimental frame and test the programmed agents as they are. The approach is illustrated with agents of the mobile agent system, Mole.",
A Normative Agent System to Prevent Cyberbullying,"Automated approaches to prevent the negative effects of cyber bullying mainly focus on affective agents that provide support for victims. The current paper takes a complementary approach, which attempts to minimise the amount of occurrences of cyber bullying in the first place. The approach consists of a system of normative agents, which are physically present in a virtual society. The agents, which reason based on a BDI-model, use a number of techniques to detect various norm violations, including insulting and following. By using rewards and punishments, they try to reinforce the desired behaviour of the users. The system has been implemented and tested within a virtual environment for children between 6 and 12 years old, called Club Time Machine. In a real world experiment, the behaviour of the users of the virtual environment has been logged and analysed by means of a logic-based checking tool. The results show that the normative agents have the potential to reduce the amount of norm violations on the long term.",cyberbullying;normative agents;BDI
Collective Operations as Building Blocks for Agent Cooperation,"Cooperation is the process of synchronization and exchanging useful knowledge between agents in multiagent systems. Since cooperation associates agents into a collaborative team to reach the overall goals of the systems, it is a crucial requirement for creating intelligent multiagent systems. This paper presents an approach for building complex cooperation protocols from simple primitives called collective operations. Collective operations are implemented in a new agent oriented programming language named Yaccai. The syntax and semantics of collective operations are designed to be effective for description of cooperation protocols while maintaining the autonomous computational model of agents. Our experiment shows that, collective operations are flexible building blocks for realization of cooperative multiagent systems.",agent cooperation;collective operation;agent execution model;multiagent system
MARL Sim2real Transfer: Merging Physical Reality With Digital Virtuality in Metaverse,"Metaverse is an artificial virtual world mapped from and interacting with the real world. In metaverse, digital entities coexist with their physical counterparts. Powered by deep learning, metaverse is inevitably becoming more intelligent in the interactions between reality and virtuality. However, it is confronted with a nontrivial problem known as sim2real transfer when deep learning techniques try to bridge the reality gap between the physical world and simulations. In this article, we use multiagent deep reinforcement learning (MARL) to implement collective intelligence for digital entities as well as their physical counterparts. To model the immersive environments in metaverse, we define a nonstationary variant of Markov games and propose a recurrent MARL solution to it. Based on the solution, MARL sim2real transfer that bridges real and virtual multiple unmanned aerial vehicle (multi-UAV) systems is successfully conducted by employing recurrent multiagent deep deterministic policy gradient (R-MADDPG) with the domain randomization technique. Additionally, we use perception-control modularization to improve the generalization performance of MARL policies and make training more efficient.",Metaverse;multiagent deep reinforcement learning (MARL);multiple unmanned aerial vehicle (multi-UAV) nonstationary Markov game;sim2real transfer
Research on a virtual manufacturing system,"In the paper a multi-agent virtual manufacturing system is presented. This system offers a tremendous opportunity for a new kind of communication. The implementation of such a system has been made possible only by the advent of the Internet and distributed programming, increasing the flexibility of the client-server-based approach. The architecture, detailed functional models, and implementation of the system have been presented. As part of the architecture, the concept of an application independent server composed of autonomous modules is proposed. Ideally the user can access the system from any part of the world through the Internet.",virtual manufacturing;modelling;multi-agent system;network
Adaptive Social Metaverse Streaming Based on Federated Multiagent Deep Reinforcement Learning,"The social metaverse is a growing digital ecosystem that blends virtual and physical worlds. It allows users to interact socially, work, shop, and enjoy entertainment. However, privacy remains a major challenge, as immersive interactions require continuous collection of biometric and behavioral data. At the same time, ensuring high-quality, low-latency streaming is difficult due to the demands of real-time interaction, immersive rendering, and bandwidth optimization. To address these issues, we propose adaptive social metaverse streaming (ASMS), a novel streaming system based on federated multiagent proximal policy optimization (F-MAPPO). ASMS leverages F-MAPPO, which integrates federated learning (FL) and deep reinforcement learning (DRL) to dynamically adjust streaming bit rates while preserving user privacy. Experimental results show that ASMS improves user experience by at least 14% compared to existing streaming methods across various network conditions. Therefore, ASMS enhances the social metaverse experience by providing seamless and immersive streaming, even in dynamic and resource-constrained networks, while ensuring that sensitive user data remain on local devices.",Adaptive bit rate (ABR) streaming;extended reality (XR);federated learning (FL);multiagent reinforcement learning;social metaverse
Collaboration based on hierarchical relationship,"In this paper, we present a technique for the collaboration among the members of computer generated action team in the virtual environment. We research a multiagent model in artificial intelligence and put our emphases on the structure of the team members. We analyze the hierarchical relationship among team members in the real world and apply it to computer generated team. In this approach, we present a hierarchical collaboration model based on the planned team activity model. The hierarchical relationship among the team members is organized as a hierarchical tree and each member of the team maintains this relationship. To maintain the hierarchical relationship, this paper also gives some atom rules and functions to adapt the dynamic environment. Using our improved model, the team can work effectively and dynamically in real time. The result shows that by using the hierarchical model the collaboration among the team members in the virtual environments is improved.",
