"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"ADIPS framework and its application to symbiotic space on network environment","S. Fujita; K. Sugawara; T. Kinoshita; N. Shiratori","Department of Computer Science, Chiba Institute of Technology, Narashino, Japan; Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan; Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan; Department of Computer Science, Chiba Institute of Technology, Narashino, Japan",Proceedings of the 1998 ICPP Workshop on Architectural and OS Support for Multimedia Applications Flexible Communication Systems. Wireless Networks and Mobile Computing (Cat. No.98EX206),"6 Aug 2002","1998","","","86","94","The aim of this research is to develop a flexible reasoning support environment (cyberspace) that can perceive, reason and act to achieve multiple goals under dynamic, uncertain and complex conditions found in information systems. Current information system architectures are too rigid to cope with heterogeneity, inaccuracy and inflexibility of the real world requirements. In order to overcome such limitations we propose a distributed multiagent software architecture for flexible intelligent information systems with the following goals: construct a framework for the development of agent-oriented systems in a distributed environment called ADIPS, as an infrastructure and two classes of systems are built on it; and develop a reasoning support environment called Cyber Office.","1530-2016","0-8186-8657-X","10.1109/ICPPW.1998.721877","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=721877","","Symbiosis;Electronics packaging;Contracts;Space technology;Multiagent systems;Information processing;Distributed computing;Protocols;Process design;Databases","","","","8","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"ADIPS framework and its application","H. Hara; X. Zhang; T. Kato; K. Sugawara; T. Kinoshita; N. Shiratori","Department of Computer Science, Chiba Institute of Technology, Narashino, Japan; Department of Computer Science, Chiba Institute of Technology, Narashino, Japan; Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan; Department of Computer Science, Chiba Institute of Technology, Narashino, Japan; Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan; Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan",Proceedings Twelfth International Conference on Information Networking (ICOIN-12),"6 Aug 2002","1998","","","193","198","The aim of this research is to develop a flexible reasoning support environment (cyberspace) that can perceive, reason and act to achieve multiple goals under dynamic, uncertain and complex conditions found in information systems. Current information system architectures are too rigid to cope with heterogeneity, inaccuracy and inflexibility of the real world requirements. In order to overcome such limitations we propose a distributed multiagent software architecture for flexible intelligent information systems with the following goals: (a) Construct a framework for the development of agent-oriented systems in distributed environment called ADIPS, as an infrastructure and two classes of systems are built on it, and (b) develop a reasoning support environment called cyber-office.","","0-8186-7225-0","10.1109/ICOIN.1998.648378","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=648378","","Electronics packaging;Information systems;Computer architecture;Contracts;Software architecture;Intelligent systems;Multiagent systems;Information processing;Distributed computing;Protocols","","","1","8","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"SDISSASA: A Multiagent-Based Web Mining via Semantic Access to Web Resources in Enterprise Architecture","K. Bahreini; A. Elci","Department of Computer Engineering and Internet Technology Research Center, Eastern Mediterranean University, Famagusta, Turkey; Department of Computer Engineering and Internet Technology Research Center, Eastern Mediterranean University, Famagusta, Turkey",2008 32nd Annual IEEE International Computer Software and Applications Conference,"8 Aug 2008","2008","","","553","558","Distributed intelligent software agents (DISA) are software agents that help out users and act on their behalf. Such agents might be robots or virtual software systems. They are able to intelligent if they interact with their environment in an approach that would generally be observed as intelligent if that communication were carried out by a human being. As a result, gathering information from Web sources via distributed intelligent software agents in enterprise architecture can be implemented platform independent, reusable, and would be better modeled in n-tier or enterprise-tier architecture. The purpose of this paper is to develop a novel distributed intelligent software agent architecture capable of manually and automatically locating and extracting user specified data from the Web, and to dynamically populate semantic databases with the data for later access and retrieval. Implementation of this project not only enables the software to access the semantic information which has been created by a typical Web source, but also it is equipped producing a meta database for executing the queries in semantic database. On the other hand, agents of this system have been enabled for the creation of customized knowledge-based ontology files over enterprise model for future usage of users.","0730-3157","978-0-7695-3262-2","10.1109/COMPSAC.2008.100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4591619","Software Agent;Web Mining;Enterprise Architecture;Semantic WEB;J2EE","Ontologies;Data mining;OWL;Semantic web;Computer architecture;Web sites;Service oriented architecture","","2","","11","IEEE","8 Aug 2008","","","IEEE","IEEE Conferences"
"Le Salon, where agents meet actors","F. Van Aeken","LEIBNIZ-IMAG, Grenoble, France",Proceedings Eighth IEEE International Conference on Tools with Artificial Intelligence,"6 Aug 2002","1996","","","432","433","The author presents le Salon, a tool for the construction and management of virtual places on the World Wide Web. Users are represented by interface agents that interact with each other and with independent artificial agents. All interactions follow a strict protocol which allows for partial grounding of the exchanged concepts. He believes that such grounding might lead to a more successful integration of artificial agents in environments designed for human actors.","1082-3409","0-8186-7686-7","10.1109/TAI.1996.560745","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=560745","","Prototypes;Protocols;Grounding;Humans;Artificial intelligence;Mediation;Java;Web sites;Multiagent systems;Emergent phenomena","","","","11","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Multi-agent based system architecture for agile manufacturing system and its learning algorithm with CMAC (Cerebellar Model Articulation Controller)","F. Zhao; Y. Yang","School of Computer and Communication, Lanzhou University of Technology, Lanzhou, Gansu, China; School of Civil Engineering, Lanzhou University of Technology, Lanzhou, Gansu, China",2009 International Conference on Information and Automation,"18 Aug 2009","2009","","","1205","1210","As the world market is becoming increasingly dynamic and intense, manufacturing enterprises require responsive manufacturing systems which having ability to response rapidly to dynamic changes, to satisfied customer needs. Multi-agent system is used to model manufacturing system in this paper. A multi-agent system based system architecture for agile manufacturing systems which include agent architectures, communication interface between agents in the manufacturing system, agent data module, knowledge module for multi-agent system and sensory input and output controller are proposed. A agent learning model and its mapping algorithm for CMAC (cerebellar model articulation controller) are presented to make the agent system have self learning ability. Simulation result shows that the model and the solution are effective to the manufacturing system.","","978-1-4244-3607-1","10.1109/ICINFA.2009.5205100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5205100","","Agile manufacturing;Manufacturing systems;Multiagent systems;Job shop scheduling;Production systems;Manufacturing automation;Communication system control;Computer aided manufacturing;Virtual manufacturing;Control systems","","1","","13","IEEE","18 Aug 2009","","","IEEE","IEEE Conferences"
"Educational autonomous robotics setup using mixed reality","A. Prieto García; G. V. Fernández; B. M. P. Torres; F. López-Peña","Grupo Integrado de Ingeniería, Universidade da Coruña, Spain; Grupo Integrado de Ingeniería, Universidade da Coruña, Spain; Grupo Integrado de Ingeniería, Universidade da Coruña, Spain; Grupo Integrado de Ingeniería, Universidade da Coruña, Spain",2011 7th International Conference on Next Generation Web Services Practices,"1 Dec 2011","2011","","","452","457","This paper is concerned with the presentation of a mixed-reality operational environment for carrying out experiments in robotics. This set up was designed as an intermediate system between a real and a simulated scenario in order to work with real robots and to ease and simplify the configuration and modification of the rest of the elements of the experiments. The environment uses video projection over the arena of the experiment, image capture to obtain the current position of the robots and a computer which monitors and controls the scenario. The graphic representation of the virtual elements of the scenario is projected onto the arena and their state is updated based on world rules of the experiment and on the state and actions of the robots. The scheme followed to control and structure this environment is based on the one proposed in a previous work for the creation of a simulation environment named Waspbed, which was designed for the study of simulated coevolution processes in multiagent systems. This setup is used for getting students from engineering degrees used to deal with robotics and all its associated fields, such as artificial vision, evolutionary robotics, communication protocols, etc. in a very simple, quick and cheap way, which otherwise wouldn't be feasible taking into account the academic constraints of time and resources.","","978-1-4577-1127-5","10.1109/NWeSP.2011.6088222","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6088222","Learning environments;multirobots system;virtual environments;educational robotics;autonomous robotics","Robot vision systems;Cameras;Computational modeling;Computers","","","1","17","IEEE","1 Dec 2011","","","IEEE","IEEE Conferences"
"A Behavior-Authoring Framework for Multiactor Simulations","M. Kapadia; S. Singh; G. Reinman; P. Faloutsos","University of Pennsylvania, USA; University of California, Los Angeles, USA; University of California, Los Angeles, USA; York University, Canada",IEEE Computer Graphics and Applications,"20 Oct 2011","2011","31","6","45","55","Interest has been growing in the behavioral animation of autonomous actors in virtual worlds. However, authoring complicated interactions between multiple actors in a way that balances control flexibility and automation remains a considerable challenge. A proposed behavior-authoring framework gives users complete control over the domain of the system: the state space, action space, and cost of executing actions. To specialize actors, the framework uses effect and cost modifiers, which modify existing action definitions, and constraints, which prune action choices in a state-dependent manner. The framework groups actors with common or conflicting goals to form a composite domain, and a multiagent planner generates complicated interactions between multiple actors. The Web extra is a video that shows how multiactor simulations should aim to strike a happy medium between the automation of generation and the flexibility of specification.","1558-1756","","10.1109/MCG.2011.68","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5963624","crowds;high-level behaviors;coordination;authoring;virtual worlds;computer graphics;graphics and multimedia","Virtual environments;Trajectory;Computational modeling;Video communication","Artificial Intelligence;Automobiles;Computer Graphics;Computer Simulation;Crowding;Humans","35","","2","IEEE","28 Jul 2011","","","IEEE","IEEE Magazines"
"Distributed Resource Optimization With Blockchain Security for Immersive Digital Twin in IIoT","J. Song; Y. Kang; Q. Song; L. Guo; A. Jamalipour","School of Computer Science and Engineering, Northeastern University, Shenyang, China; School of Information and Communication Engineering, Chongqing University of Post and Telecommunications, Chongqing, China; School of Information and Communication Engineering, Chongqing University of Post and Telecommunications, Chongqing, China; School of Information and Communication Engineering, Chongqing University of Post and Telecommunications, Chongqing, China; School of Electrical and Information Engineering, University of Sydney, Sydney, NSW, Australia",IEEE Transactions on Industrial Informatics,"4 May 2023","2023","19","5","7258","7267","Virtual reality-embedded digital twin (VR-DT) service integrates digital twin with virtual reality to visualize the digital representation of real-world production, boosting the digital transformation of manufacturing industry in the Industrial Internet of Things (IIoT). Balanced against the advantages of the VR-DT service, its data-driven, computing-intensive, and security-sensitive features bring challenges to the current IIoT. Therefore, we propose a blockchain-based distributed resource allocation scheme to improve the average Quality of Service (QoS) of the VR-DT services with regard to service delay and transaction throughput. We formulate the joint optimization of channel assignment, subframe configuration, computing capacity allocation, and block size adjustment as a mixed-integer nonlinear programming problem. A fully decentralized multiagent compound-action actor–critic algorithm is developed to solve the QoS optimization problem. Simulation results demonstrate that our proposed scheme can efficiently improve the average QoS of the VR-DT services in a realizable way as compared to existing schemes.","1941-0050","","10.1109/TII.2022.3224986","National Natural Science Foundation of China(grant numbers:62025105,62201104,U21B2005,62201104); Chongqing Municipal Education Commission(grant numbers:CXQT21019); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9964320","Blockchain;deep reinforcement learning (DRL);digital twin (DT);multiagent;virtual reality (VR)","Industrial Internet of Things;Digital twins;Resource management;Optimization;Blockchains;Quality of service;Computational modeling","","13","","24","IEEE","28 Nov 2022","","","IEEE","IEEE Journals"
"A Multi Agent Simulator for Disaster Prevention and First Response Applications","G. Raspaolo; A. Puro; G. D’Alterio","Department of Engineering, University of Campania Luigi Vanvitelli, Aversa (CE), Italy; Department of Science and Technology, University of Naples Parthenope, Naples (NA), Italy; Department of Engineering, University of Campania Luigi Vanvitelli, Aversa (CE), Italy",2024 IEEE International Workshop on Technologies for Defense and Security (TechDefense),"7 Feb 2025","2024","","","468","473","The use of Unmanned Aerial Vehicles (UAVs) has exponentially grown in the last decades thanks to their versatility and ease of use. However, deploying a single large drone might not be efficient for completing tasks compared to the use of a heterogeneous swarm of smaller and lighter drones, which can better adapt to different application scenarios and reduce the mission time. In this sense, Search and Rescue (SAR) activities represent an important field of application. Heterogeneous multiagent systems require ad-hoc Guidance, Navigation, and Control (GNC) algorithms to effectively manage the agents of the swarm. Hence, there is a need for an efficient simulator that allows for the validation of such GNC techniques, taking advantage of the positive aspects of a risk-free virtual environment before realworld deployment. In this sense, the main aim of this paper is to propose a heterogeneous Simulink-based multi-agent flight simulator that is able to support researchers in the representation of realistic scenarios before effectively conducting real tests. The effectiveness of the proposed simulator, which is part of the project “CHeMSys: Cooperative Heterogeneous Multi-drone System for disaster prevention and first response,” is evaluated in several scenarios, considering ground, water, and air vehicles.","","979-8-3315-0558-5","10.1109/TechDefense63521.2024.10863312","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10863312","coordinated feasible trajectory planning;multirobot systems;surveillance missions;set-theoretic approach","Visualization;Prevention and mitigation;Disasters;Virtual environments;Mathematical models;Environmental factors;Trajectory;MATLAB;Vehicle dynamics;Drones","","","","25","IEEE","7 Feb 2025","","","IEEE","IEEE Conferences"
"Using Reactive Agents to Mimic the Dissemination of Slums in Cities","J. C. Diuana; O. L. M. de Farias; O. B. Filho","Universidade do Estado do Rio de Janeiro (UERJ), Rio de Janeiro, Brazil; Universidade do Estado do Rio de Janeiro (UERJ), Rio de Janeiro, Brazil; Universidade do Estado do Rio de Janeiro (UERJ), Rio de Janeiro, Brazil",Seventh International Conference on Intelligent Systems Design and Applications (ISDA 2007),"27 Nov 2007","2007","","","907","912","In this paper we present a multi-agent system based on a very simple reactive agents system paradigm, in order to simulate the dynamics of land- use in urban environments, Our agents operate on a cell-based framework built from Geographical Information Systems raster images, aerophotos or satelite images. Using cellular automata and agent concepts we can model, simulate, predict and dynamically visualize the growth and dissemination of slums, and envision future possible scenarios, The motivation of this research has its ground on some previsions saying that in the next three decades the population that lives in slums will duplicate, reaching 32% of the total world population [1]. In this context, building scenarios related to the growing of existent slums, the birth of new ones, and their evolution, would be very useful for urban planning and for the elaboration of social policies aiming to minimize the impact caused by the uncontrolled growing of slums.","2164-7151","978-0-7695-2976-9","10.1109/ISDA.2007.76","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4389723","","Cities and towns;Aerodynamics;Predictive models;Africa;Intelligent systems;Intelligent agent;Multiagent systems;Computational modeling;Information systems;Visualization","","1","","13","IEEE","27 Nov 2007","","","IEEE","IEEE Conferences"
"Coordinated work of large collections of agents using COllective INtelligence","Bo Liu; Xuan-ping Zhang; Wei-hu Yu; Xing-chang Zhu; Rui Wang","School of Electronics and Information Engineering, Xi''an Jiaotong University, Xi'an, Shaanxi, China; School of Electronics and Information Engineering, Xi''an Jiaotong University, Xi'an, Shaanxi, China; School of Electronics and Information Engineering, Xi''an Jiaotong University, Xi'an, Shaanxi, China; School of Electronics and Information Engineering, Xi''an Jiaotong University, Xi'an, Shaanxi, China; School of Electronics and Information Engineering, Xi''an Jiaotong University, Xi'an, Shaanxi, China",2009 4th IEEE Conference on Industrial Electronics and Applications,"30 Jun 2009","2009","","","667","672","It is a challenging and difficult task that designing large collections of agents without centralized control to support coordinated work. Previous methods, such as rule-based systems, artificial life and market-based systems, used to address this problem have proved to be either too brittle or not scalable to large system. To address this problem, a new method based on COllective INtelligence(COIN) which presented by NASA/Ames research center is proposed. Firstly, a hierarchical model is defined which expand the conventional COIN framework to the heterogeneous multi-agent system; then the forms and the constructing process of the global utility constructed by the hierarchical model are discussed. Secondly, based on an air defense scenario where weapons(agents) needed to assign to the targets without centralized control, a concrete world utility is constructed to solve the rapid self-response of agents. Finally, the impacting factors, effect set, which impacting the coordination effect of the system are discussed. Simulation experiment results show our model and algorithm are effective by comparing with the original methods.","2158-2297","978-1-4244-2799-4","10.1109/ICIEA.2009.5138289","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5138289","coordinated work;multi-agent system;collective intelligence;task assignment","Intelligent agent;Multiagent systems;Centralized control;NASA;Weapons;Concrete;Consumer electronics;Design engineering;Knowledge based systems;Artificial intelligence","","","","9","IEEE","30 Jun 2009","","","IEEE","IEEE Conferences"
"Scalable Consensus Over Finite Capacities in Multiagent IoT Ecosystems","A. G. Anagnostakis; C. Naxakis; N. Giannakeas; M. G. Tsipouras; A. T. Tzallas; E. Glavas","Department of Accounting and Finance, University of Ioannina, Preveza, Greece; Department of Accounting and Finance, University of Ioannina, Preveza, Greece; Department of Informatics and Telecommunications, University of Ioannina, Arta, Greece; Department of Electrical and Computer Engineering, University of Western Macedonia, Kozani, Greece; Department of Informatics and Telecommunications, University of Ioannina, Arta, Greece; Department of Informatics and Telecommunications, University of Ioannina, Arta, Greece",IEEE Internet of Things Journal,"6 Apr 2023","2023","10","8","6673","6688","In the real world, consensus achievement is an adaptive and evolutionary process. Tailor-made mechanisms are engaging in the light of disputes to resolve emerging contradictions between the atoms. Most of the dominant blockchain architectures tend to oversee this fact. They come integrated with rigid, overkilling consensus-achievement procedures, which, in many cases, are not necessary or significantly beneficial. They often raise overwhelming demands on the nodes and prohibit the deployment of fully distributed and peer blockchain operation in the IoT world. Still, for the IoT ecosystems and the metaverse to become self-sustainable and self-evolving, robust validity mechanisms must be embedded in the atomic scale. This work investigates the process of building and sustaining scalable consensus policies over the trivial atomic capacities of the IoT ecosystems. For this, we deploy the IoT microblockchain framework as an atomic consistency tier and we define a primary set of validity rules that every node can easily carry out. The initial concept relies on Gödel’s incompleteness theorems and K. Friston’s free energy principle and is investigated under the perspectives of graph and game theory. To study the dynamic behavior of the system, a competitive game among the nodes is run. The Proof of Existence (PoE) is utilized as a universal proofing case. Its feasibility is demonstrated, and its complexity is analyzed under various system considerations. The findings prove that finite-capacity atoms can collectively and efficiently support verifiable validity and scalable consensus in the evolutionary IoT ecosystems and the metaverse, even under conditions of high diversity, trivial capacity, and eventual consistency.","2327-4662","","10.1109/JIOT.2022.3162103","Project “Immersive Virtual, Augmented and Mixed Reality Center Of Epirus”(grant numbers:MIS 5047221); Action “Reinforcement of the Research and Innovation Infrastructure,”; Operational Programme “Competitiveness, Entrepreneurship and Innovation” (NSRF 2014–2020) and co-financed by Greece and the European Union (European Regional Development Fund); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9741249","Artificial intelligence (AI)-intensive multiagent systems;evolutionary systems;IoT microblockchain;IoT sustainable transactional trust;peer IoT ecosystems;rational metaverse;reality modeling;scalable consensus;validity in IoT ecosystems","Peer-to-peer computing;Blockchains;Ecosystems;Cryptography;Internet of Things;Computer architecture;Computational intelligence","","6","","28","IEEE","24 Mar 2022","","","IEEE","IEEE Journals"
"A light-weighted multiagent-based crowd simulation","C. Sombattheera","Faculty of Informatics, Mahasarakham University, Khamreang, Mahasarakham, Thailand",2016 Second Asian Conference on Defence Technology (ACDT),"24 Mar 2016","2016","","","98","104","The main contributions of this research include developing a light-weighted multiagent-based system for crowd simulation and modeling bounded rationality of the agents in such system. We deploy the belief-desire-intention (BDI) concept to model our agents. Whereas most works in the field assume perfect information, we take into account the bounded rationality characteristics of human beings into the perception of agents. We found that the increasing number of agents affects the performance by increasing duration, number of rounds, duration per round, duration per agent, and round per agent in two dense scenes. However, the perception process added on does not directly affect the performance of the algorithm. With regards to the behavior of the agents, we found that most agents are affected by the increasing number of agents that their paths divert significantly from the original plan. However, there are some agents which apparently can maintain their paths close to their original ones.","","978-1-5090-2258-8","10.1109/ACDT.2016.7437651","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7437651","agent-based simulation;crowd simulation","Collision avoidance;Mobile communication;Planning;Buildings;Sun;Generators;Joining processes","","1","","10","IEEE","24 Mar 2016","","","IEEE","IEEE Conferences"
"Proposal of intelligent telecommunication network model in ATM networks-distributed cooperative multi agent model","R. Kishimoto; I. Yamashita","NTT Transmission Systems Laboratories, Yokosuka, Kanagawa, Japan; NTT Transmission Systems Laboratories, Yokosuka, Kanagawa, Japan",[Conference Record] SUPERCOMM/ICC '92 Discovering a New World of Communications,"6 Aug 2002","1992","","","1014","1018 vol.2","The authors propose the distributed cooperative multiagent model to create truly intelligent telecommunication networks. In the proposed model, the higher functional layer consists of a distributed cooperative computing environment. The distributed cooperative virtual path (VP) provisioning method is introduced for multiple VP allocation control asynchronous transfer mode (ATM) networks. The distributed computing environment is composed of SUN workstations. The simulation results show that, although the CPU time for route search in a distributed cooperative computing environment is large compared with that in a centralized computing environment, the distributed cooperative VP allocation in ATM networks operates correctly.<>","","0-7803-0599-X","10.1109/ICC.1992.268060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=268060","","Proposals;Intelligent networks;Asynchronous transfer mode;Distributed computing;Computer networks;Telecommunication computing;Telecommunication control;Sun;Workstations;Computational modeling","","","","5","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"A LEGO Mindstorms experimental setup for multi-agent systems","D. Benedettelli; M. Casini; A. Garulli; A. Giannitrapani; A. Vicino","Dipartimento di Ingegneria dell'Informazione, Università di Siena, Siena, Italy; Dipartimento di Ingegneria dell'Informazione, Università di Siena, Siena, Italy; Dipartimento di Ingegneria dell'Informazione, Università di Siena, Siena, Italy; Dipartimento di Ingegneria dell'Informazione, Università di Siena, Siena, Italy; Dipartimento di Ingegneria dell'Informazione, Università di Siena, Siena, Italy","2009 IEEE Control Applications, (CCA) & Intelligent Control, (ISIC)","9 Oct 2009","2009","","","1230","1235","This paper presents an experimental setup based on the LEGO Mindstorms technology, suitable for the validation of cooperative control strategies for multiple vehicle systems. Despite its low cost, the proposed setup features good scalability and is versatile enough to be adopted for testing different solutions to a number of crucial problems arising in multi-agent systems, like formation control, motion coordination, coverage problems, etc. At the same time, it represents a challenging testbed, presenting several issues that have to be faced in a real-world scenario, such as communication constraints, control quantization, noisy measurements. As an application, the experimental validation of a recently proposed decentralized control law is presented, for the collective circular motion of a team of nonholonomic vehicles about a virtual reference beacon.","1085-1992","978-1-4244-4601-8","10.1109/CCA.2009.5280717","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5280717","","Multiagent systems;Control systems;Vehicles;Communication system control;Costs;Scalability;System testing;Motion control;Quantization;Time measurement","","12","","17","IEEE","9 Oct 2009","","","IEEE","IEEE Conferences"
