"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Cross-Domain Service Function Chain Routing: Multiagent Reinforcement Learning Approaches","D. Zhao; Y. Lu; X. Li; Z. Li; Y. Liu","Department of Army Engineering University (Shijiazhuang Campus), Shijiazhuang, China; Department of Army Engineering University (Shijiazhuang Campus), Shijiazhuang, China; Department of Army Engineering University (Shijiazhuang Campus), Shijiazhuang, China; Department of Army Engineering University (Shijiazhuang Campus), Shijiazhuang, China; National Key Laboratory of Signal Blind Processing, Chengdu, China",IEEE Transactions on Circuits and Systems II: Express Briefs,"2 Dec 2022","2022","69","12","4754","4758","The service function chain (SFC) routing has been increasingly associated with multi-domain networks. However, several multi-domain SFC routing issues, linked to cross-domain interactions and emphasized by the heterogeneity of substrate topologies and administrative authorities, present a challenge. We propose the Cooperative Multi-agent Reinforcement Learning (CMRL) based algorithm for multi-domain SFC routing problem. Simulations on the real-world network topology demonstrate that our proposal can provide more than two and four times reduction in terms of the run time and network resource cost, respectively.","1558-3791","","10.1109/TCSII.2022.3183345","National Natural Science Foundation of China(grant numbers:62071483); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796629","SFC;routing;multi-domain networks","Costs;Hidden Markov models;Routing;Network topology;Delays;Bandwidth;Topology","","7","","20","IEEE","15 Jun 2022","","","IEEE","IEEE Journals"
"Decentralized control strategies for connectivity guaranteed tracking of multi-agent systems","Qin Li; Zhong-Ping Jiang","Department of Electrical and Computer Engineering, Polytechnic University, Brooklyn, NY, USA; Department of Electrical and Computer Engineering, Polytechnic University, Brooklyn, NY, USA",2008 7th World Congress on Intelligent Control and Automation,"8 Aug 2008","2008","","","323","328","In this paper, we study the control strategy for connectivity guaranteed trajectory tracking for multi-agent systems using artificial potential based approach. Some agents, called active agents (AAs), which are attracted by the reference point (modeled as the virtual leader), lead the rest of the group to perform the task. Special features of our approach are that the group is not required to be initially connected and the AAs are not fixed as the system evolves. Two control strategies, each of which consists of an AA switching rule and the coupled flocking controller, are proposed to realize different kinds of connectivity as well as other well-known flocking specifications for the multi-agent group.","","978-1-4244-2113-8","10.1109/WCICA.2008.4592945","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4592945","Decentralized control;multi-agent system;potential function;active agent","Lead;Control systems;Force;Multiagent systems;Trajectory;Switches;Sensors","","2","","14","IEEE","8 Aug 2008","","","IEEE","IEEE Conferences"
"Consensus algorithms for second-order nonlinear multi-agent systems using backstepping control","Y. Wang; Zhe Gao","School of Automation, Beijing Institute of Technology, Beijing, China; College of Light Industry, Liaoning University, Shenyang, Liaoning Province, China",Proceeding of the 11th World Congress on Intelligent Control and Automation,"5 Mar 2015","2014","","","3505","3510","This paper proposes two consensus algorithms for second-order nonlinear multi-agent dynamics. The objective of the algorithms is to guarantee two states of each agent reach consensus. Consensus is achieved asymptotically based on two “virtual states” in each agent. Both of the consensus algorithms use backstepping control to deal with the nonlinear section in each agent. By the first algorithm, the consensus is achieved for agent's models without unknown parameters under switching topologies. Adopting the adaptive theory, the second algorithm solves the consensus problem for second-order nonlinear multi-agent systems with unknown parameters under a fixed topology. Simulation results show the effectiveness of the proposed algorithms.","","978-1-4799-5825-2","10.1109/WCICA.2014.7053298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7053298","Consensus;Nonlinear dynamics;Tracking;Second-order","Heuristic algorithms;Topology;Multi-agent systems;Backstepping;Algorithm design and analysis;Network topology;Equations","","3","","18","IEEE","5 Mar 2015","","","IEEE","IEEE Conferences"
"Modelling Large Complex Systems Using Multi-agent Technology","G. Rzevski","Emeritus Professor, Complexity Science and Design Group, Knowledge Genesis Group, Open University, London, UK","2012 13th ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing","13 Sep 2012","2012","","","434","437","The paper outlines a method for modelling largescale commercial, social, socio-technological and engineering problems. The method is derived from twelve years of experience in designing and implementing large complex systems for real-time scheduling of taxis, air taxis, car rentals, seagoing tankers, trucks, space crafts; dynamic data mining; dynamic knowledge discovery and semantic search. The same approach has been also used for designing adaptive engineering systems and for research into social issues such as eradication of poverty.","","978-1-4673-2120-4","10.1109/SNPD.2012.138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6299317","large complex systems; real-time scheduling; adaptive engineering systems; agents; ontology","Complexity theory;Adaptation models;Multiagent systems;Computational modeling;Real time systems;Globalization","","7","","20","IEEE","13 Sep 2012","","","IEEE","IEEE Conferences"
"Modelling of Complex Systems with AML as Realized in MIRO Project","S. Chipeaux; F. Bouquet; C. Lang; N. Marilleau","Laboratoire dInformatique, LUniversité de Franche-Comté, Besancon, France; Laboratoire dInformatique, LUniversité de Franche-Comté, Besancon, France; Laboratoire dInformatique, LUniversité de Franche-Comté, Besancon, France; IRD-UPMC, UMI 209 UMMISCO, Bondy, France",2011 IEEE/WIC/ACM International Conferences on Web Intelligence and Intelligent Agent Technology,"10 Oct 2011","2011","3","","159","162","In this paper, we propose a modeling approach for a spatial complex system. The targeted system is the city with its mobility patterns. The goal of MIRO project is to study service accessibility in the city. In fact, we simulate the city with multi agent systems using them to represent each part of the system(individuals, buildings, streets,). The MIRO team is composed by scientists of several domains (computer sciences, geography or economy), so we want to construct a model of the city to share knowledges of each domain. The next step, we will use verification approach in order to validate the model and then the simulator because we want to generate simulator from model. Thus, we propose a method for modeling such complex system. This method is based on AML (Agent Modeling Language) that is a language well adapted for modeling multi-agent systems. We, then, present a spatial AML meta-model coupled with a method. The use case is the MIRO project.","","978-1-4577-1373-6","10.1109/WI-IAT.2011.195","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6040830","Simulation;agenda;model;Multi Agent System","Computational modeling;Unified modeling language;Cities and towns;Context modeling;Adaptation models;Multiagent systems;Analytical models","","6","","8","IEEE","10 Oct 2011","","","IEEE","IEEE Conferences"
"A Multi-agent based framework for Dynamic Service Discovery and access using matchmaking approach","T. Amudha; N. Saritha; P. Usha","Bharathiar University, Coimbatore, India; Bharathiar University, Coimbatore, India; Bharathiar University, Coimbatore, India",2009 International Conference on Intelligent Agent & Multi-Agent Systems,"1 Sep 2009","2009","","","1","4","Service-oriented architecture (SOA) has gained recognition due to its reusable nature of applications and interoperability between heterogeneous technologies. The basis of SOA is the service whereas service is a self-contained software module that performs a predetermined task. The most important tasks in building a service-oriented application are the creation of services with coarse-grained functionality and the creation of interfaces with the right level of abstraction that enhances service discovery and access. Dynamic Service Discovery is one of the key issues of SOA that requires new avenues of research. Agents are reusable s/w components that provide controlled/shared access to services and resources and forms the building blocks with collaborators called as collaborative agents for applications organized across various networks. This paper proposes a novel approach for a multi-agent based dynamic service discovery using matchmaking technique.","","978-1-4244-4710-7","10.1109/IAMA.2009.5228068","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5228068","Multi-agent system;Service discovery;Matchmaking;Middle-agent","Service oriented architecture;Buildings;Application software;Collaboration;Multiagent systems;Web services;Software performance;Web and internet services;Intelligent agent;Computer architecture","","2","2","8","IEEE","1 Sep 2009","","","IEEE","IEEE Conferences"
"An agent based framework for urban mobility simulation","N. Marilleau; C. Lang; P. Chatonnay; L. Philippe","Laboratoire d'Informatique, Université de Franche-Comté CNRS FRE 2661, Besancon, France; Laboratoire d'Informatique, Université de Franche-Comté CNRS FRE 2661, Besancon, France; Laboratoire d'Informatique, Université de Franche-Comté CNRS FRE 2661, Besancon, France; Laboratoire d'Informatique, Université de Franche-Comté CNRS FRE 2661, Besancon, France","14th Euromicro International Conference on Parallel, Distributed, and Network-Based Processing (PDP'06)","3 Apr 2006","2006","","","7 pp.","","Mobility study is composed of many research areas like urban mobility. In the literature, urban mobilities are represented by analytical techniques like stochastic laws or they are defined by simulation tools like multi-agents systems (MAS). The goal of our work is to define citizen behaviour in order to observe population dynamics by a simulation. This strategy is facilitated by a meta-model and a toolkit which are used with a particular method. The latter begins by a conceptual representation of each mobile and finishes by a mobility simulator. This paper aims at describing the mobility simulation toolkit. Thanks to this framework, mobility simulator development is simplified. It allows us to create distributed applications which are based on MAS.","2377-5750","0-7695-2513-X","10.1109/PDP.2006.19","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1613295","","Cities and towns;Microscopy;Multiagent systems;Stochastic systems;Analytical models;Application software;Programming;Information systems;Geographic Information Systems;Aggregates","","2","","26","IEEE","3 Apr 2006","","","IEEE","IEEE Conferences"
"Modeling intermediation system based on intelligent agents for community of practices","K. Clauvice","Team of Models and Methods of Advanced information Systems design, University Jean Moulin, Lyon, France",2009 13th International Conference on Computer Supported Cooperative Work in Design,"26 May 2009","2009","","","270","275","The new challenges and the increasing complexity of the environment in which organizations are deepened lead on to develop new strategies based on the development of Collective Cognition. These issues require the definition of new organization focused on actors learning, interacting and communicating in small groups of employees. Our aim is to present in this article the modeling of intermediation-based agent's tool for communities of practice (CoPs). This tool aims at improve interactions, negotiations and coordination among members in the process of new knowledge creation. A large number of solutions have been proposed as part of the application of agents in knowledge management and also to communities. In other hand, this system will able to consolidate and provide accesses to integrate knowledge resulting from members' actions, to manage join/leave of member control and represent negotiations between members.","","978-1-4244-3534-0","10.1109/CSCWD.2009.4968070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4968070","Multi-Agents Systems (MAS);Knowledge Management (KM);Communities of Practices (CoPs);agent;Cooperation;Interaction Protocol;Communication","Intelligent agent;Knowledge management;Cognition;Protocols;Collaborative work;Information systems;Control systems;Multiagent systems;Decision making;Context","","1","","26","IEEE","26 May 2009","","","IEEE","IEEE Conferences"
"Distributed ubiquitous software services","A. Gouaich","Lab. Informatique, Robotique et Micro Electron., Montpellier, France","IEEE/WIC International Conference on Intelligent Agent Technology, 2003. IAT 2003.","27 Oct 2003","2003","","","531","534","This paper presents both theoretical and experimental results enabling the distributed implementation of ubiquitous software services.","","0-7695-1931-8","10.1109/IAT.2003.1241138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1241138","","Pervasive computing;Space technology;Microwave integrated circuits;Distributed computing;Communications technology;Topology;Robots;Availability;Software systems;Multiagent systems","","1","","3","IEEE","27 Oct 2003","","","IEEE","IEEE Conferences"
"Validating interactions in ubiquitous software systems using dialogue oriented interactions","A. Gouaich","Robotique et Micro Electronique, Laboratoire Informatique, Montpellier, France","IEEE/WIC International Conference on Intelligent Agent Technology, 2003. IAT 2003.","27 Oct 2003","2003","","","515","518","This paper addresses the problem of conforming interactions in a highly distributed and disconnected environment according to their design specifications. Ubiquitous software systems are considered as a case of study.","","0-7695-1931-8","10.1109/IAT.2003.1241134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1241134","","Software systems;Microwave integrated circuits;Protocols;Robot kinematics;Multiagent systems;Distributed computing;Filters;Safety;Environmental management;Memory management","","","","12","IEEE","27 Oct 2003","","","IEEE","IEEE Conferences"
"Dominium: an approach to regulate agents societies in dynamic environments","P. -G. Taranti; R. Choren","SE/8-IME, Rio de Janeiro, Rio de Janeiro, Brazil; SE/8-IME, Rio de Janeiro, Rio de Janeiro, Brazil",2007 2nd International Conference on Digital Information Management,"31 Jan 2008","2007","2","","811","816","The cooperation between agents for accomplish their goals is a major issue in MAS but, due the agents autonomy, they can made the “no cooperate” option, in opposing to the global goals of the system. This paper presents the Dominium, an approach for regulated systems that can tame the agents and that offer support to dynamic geo-referenced environments.","","978-1-4244-1475-8","10.1109/ICDIM.2007.4444324","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4444324","","Ontologies;Autonomous agents;Uncertainty;Spatial databases;Monitoring;Principal component analysis;Application software;Centralized control;Humans;Multiagent systems","","","","20","IEEE","31 Jan 2008","","","IEEE","IEEE Conferences"
"Mixed reality educational environment for robotics","A. P. García; G. V. Fernández; B. M. P. Torres; F. López-Peña","Grupo Integrado de Ingeniería, Universidade da Coruña, Spain; Grupo Integrado de Ingeniería, Universidade da Coruña, Spain; Grupo Integrado de Ingeniería, Universidade da Coruña, Spain; Grupo Integrado de Ingeniería, Universidade da Coruña, Spain","2011 IEEE International Conference on Virtual Environments, Human-Computer Interfaces and Measurement Systems Proceedings","20 Oct 2011","2011","","","1","6","This work presents an operational setup for carrying out experiments in robotics using a mixed-reality approach. The objective of this setup is twofold, on one hand it aims to be a useful educational tool for teaching robotics and on the other it is a tool to help in the development and study of embodied evolution. The design represents an intermediate system between a real and a simulated scenario so as to work with real robots and to make easier and simpler the configuration and modification of the rest of the elements of the experiments. The present operational setup consists, mainly, of a video projector to represent the virtual elements projecting them over the arena of the experiment, a zenithal camera to capture the state of real elements moving on the arena, and a computer which monitors and controls the scenario. As a result, both real and virtual elements interact on the arena and their state is updated based on world rules of the experiment and on the state and actions of other elements. The scheme implemented in the main computer to control and structure this environment is based on the one proposed in a previous work for the definition of scenarios in a simulation environment named Waspbed, which was designed for the study of simulated coevolution processes in multiagent systems. Apart from the advantages provided in robotics research when large testing period times are required, this setup is used for getting students from engineering degrees used to deal with robotics and all its associated fields, such as artificial vision, evolutionary robotics, communication protocols, etc. in a very simple, quick and cheap way, which otherwise wouldn't be feasible taking into account the academic constraints of time and resources.","1944-9410","978-1-61284-890-7","10.1109/VECIMS.2011.6053845","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6053845","Learning environments;multirobots system;virtual environments;educational robotics;autonomous robotics;embodied evolution","Robot vision systems;Cameras;Computational modeling;Robot kinematics","","2","","15","IEEE","20 Oct 2011","","","IEEE","IEEE Conferences"
