"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Reputation-Based Trust Network Modelling and Simplification in Multiagent-Based E-Commerce Systems","Z. Gan; Q. Ding; V. Varadharajan","College of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China; College of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China; Department of Computing, Macquarie University, Sydney, NSW, Australia",2009 Fifth International Conference on Next Generation Web Services Practices,"28 Dec 2009","2009","","","60","67","In this paper, we present a description model of a trust network graph (TNG)-for multi-agent-based e-commerce systems, which is similar to the relationship network formed among people's transaction activities in the real-world. The method assumes that a multi-agent system in a domain constitutes a community and so the trust network is modelled by the means of a graph in the community. Several notations and regulations are defined in the description model of TNG. In order to sweep out redundancy information in the TNG and reduce the complexity of the trust computation, we propose the principles and the processes of simplification, the definition and the selection algorithm of optimized path for recommendation propagation (OPRP) in terms of the trust commonsense in people's daily life. The examples in this paper show that TNG can describe the complex trust relationships in multiagent e-commerce systems and help simplify the algorithms of the trust evaluation.","","978-0-7695-3821-1","10.1109/NWeSP.2009.13","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5361608","Reputation;Trust Network Graph;Mobile;Agent;E-commerce","Authentication;Computer networks;Social network services;Unified modeling language;Next generation networking;Web services;Gallium nitride;Educational institutions;Multiagent systems;Electronic commerce","","2","","18","IEEE","28 Dec 2009","","","IEEE","IEEE Conferences"
"Invariant Ellipsoids Method for Homogeneous Leader-Following Consensus Control","S. Wang; H. Duan; M. Li; A. Polyakov; G. Zheng","State Key Laboratory of Virtual Reality Technology and Systems, Beihang University, Beijing, China; State Key Laboratory of Virtual Reality Technology and Systems, Beihang University, Beijing, China; INRIA, University of Lille, Lille, France; INRIA, University of Lille, Lille, France; INRIA, University of Lille, Lille, France",IEEE Transactions on Cybernetics,"6 Mar 2025","2025","55","3","1323","1331","The invariant ellipsoid methodology focuses on minimizing the invariant/attractive set for a linear control system subjects to bounded external disturbances. In this note, the invariant ellipsoid methodology is adapted to multiagent systems (MASs) by leveraging the generalized homogeneous control. A necessary and sufficient condition for the optimal rejection of external disturbances using a homogeneous control protocol is presented. Compared to linear control protocols, the generalized homogeneous approach yields faster convergence and enhanced accuracy. Theoretical results are validated by the numerical simulations of the multiagent system comprised of unicycle mobile robots (UMRs).","2168-2275","","10.1109/TCYB.2025.3532779","National Natural Science Foundation of China(grant numbers:62350048,U24B20156,T2121003,U20B2071,62403025,ZZKF2024-3-1); Fundamental Research Funds for the Central Universities, Beihang World Top University Cooperation Program and National Key Laboratory of Autonomous Intelligent Unmanned Systems; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10879125","Generalized homogeneity;invariant ellipsoid;multiagent system (MAS);unicycle mobile robots (UMRs)","Ellipsoids;Vectors;Laplace equations;Eigenvalues and eigenfunctions;Multi-agent systems;Directed graphs;Mobile robots;Electronic mail;Consensus control;Virtual reality","","","","30","IEEE","10 Feb 2025","","","IEEE","IEEE Journals"
"Experimental validation of a decentralized control law for multi-vehicle collective motion","D. Benedettelli; N. Ceccarelli; A. Garulli; A. Giannitrapani","Dipartimento di Ingegneria dellInformazione, Università di Siena, Italy; Dipartimento di Ingegneria dellInformazione, Università di Siena, Italy; Dipartimento di Ingegneria dellInformazione, Università di Siena, Italy; Dipartimento di Ingegneria dellInformazione, Università di Siena, Italy",2007 IEEE/RSJ International Conference on Intelligent Robots and Systems,"10 Dec 2007","2007","","","4170","4175","The paper presents the results of experimental tests carried out to validate the performance of a decentralized control law, for the collective circular motion of a team of nonholonomic vehicles. The considered control strategy ensures global asymptotic stability in the single-vehicle case and local asymptotic stability in the multi-vehicle scenario. The main purpose of this work is to verify these theoretical properties in a real-world scenario. As a side contribution, a low-cost experimental setup is presented, based on the LEGO Mindstorms technology. The setup features good scalability, it is versatile enough to be adopted for the evaluation of different control strategies, and it exhibits several issues to be faced in real- world applications.","2153-0866","978-1-4244-0911-2","10.1109/IROS.2007.4399269","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4399269","","Distributed control;Vehicles;Asymptotic stability;Multiagent systems;Motion control;Intelligent robots;USA Councils;System testing;Scalability","","3","5","15","IEEE","10 Dec 2007","","","IEEE","IEEE Conferences"
"Emerging Cooperation With Minimal Effort: Rewarding Over Mimicking","G. N. Yannakakis; J. Levine; J. Hallam","Mærsk Mc-Kinney Møller Institute for Production Technology, University of Southern Denmark, Odense, Denmark; Department of Computer and Information Sciences, University of Strathclyde, Glasgow, UK; Mærsk Mc-Kinney Møller Institute for Production Technology, University of Southern Denmark, Odense, Denmark",IEEE Transactions on Evolutionary Computation,"4 Jun 2007","2007","11","3","382","396","This paper compares supervised and unsupervised learning mechanisms for the emergence of cooperative multiagent spatial coordination using a top-down approach. By observing the global performance of a group of homogeneous agents-supported by a nonglobal knowledge of their environment-we attempt to extract information about the minimum size of the agent neurocontroller and the type of learning mechanism that collectively generate high-performing and robust behaviors with minimal computational effort. Consequently, a methodology for obtaining controllers of minimal size is introduced and a comparative study between supervised and unsupervised learning mechanisms for the generation of successful collective behaviors is presented. We have developed a prototype simulated world for our studies. This case study is primarily a computer games inspired world but its main features are also biologically plausible. The two specific tasks that the agents are tested in are the competing strategies of obstacle-avoidance and target-achievement. We demonstrate that cooperative behavior among agents, which is supported only by limited communication, appears to be necessary for the problem's efficient solution and that learning by rewarding the behavior of agent groups constitutes a more efficient and computationally preferred generic approach than supervised learning approaches in such complex multiagent worlds","1941-0026","","10.1109/TEVC.2006.882429","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4220689","Artificial world;genetic algorithms (GAs);machine learning;multiagent;spatial coordination","Unsupervised learning;Data mining;Neurocontrollers;Learning systems;Robustness;High performance computing;Size control;Virtual prototyping;Biological system modeling;Computational modeling","","8","","52","IEEE","4 Jun 2007","","","IEEE","IEEE Journals"
"Evaluation and design of online cooperative feedback mechanisms for reputation management","Ming Fan; Yong Tan; A. B. Whinston","University of Washington Business School, Seattle, WA, USA; University of Washington Business School, Seattle, WA, USA; Center for Research in Electronic Commerce, University of Technology, Austin, TX, USA",IEEE Transactions on Knowledge and Data Engineering,"10 Jan 2005","2005","17","2","244","254","This research evaluates and analyzes existing mechanisms of online reputation systems based on cooperative feedbacks of past transaction information. We find existing popular feedback systems do not provide sustained incentives for sellers to behave honestly over time. We propose a new design of reputation system based on exponential smoothing. This mechanism is shown to be more robust compared to the existing systems. We relax the assumption of a static product value and have implemented a two-level exponential smoothing policy to process and aggregate reputation information. The simulation results show that the policy can serve as a sustained incentive mechanism for the seller.","1558-2191","","10.1109/TKDE.2005.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1377175","Index Terms- Electronic commerce;online trust;reputation systems;exponential smoothing.","Feedback;Internet;Smoothing methods;Aggregates;Business;Multiagent systems;Costs;Information analysis;Robustness;Uncertainty","","85","3","23","IEEE","10 Jan 2005","","","IEEE","IEEE Journals"
"The evolution of swarm grammars- growing trees, crafting art, and bottom-up design","S. Von Mammen; C. Jacob","University of Calgary, Calgary, AB, CA; University of Calgary, CANADA",IEEE Computational Intelligence Magazine,"4 Aug 2009","2009","4","3","10","19","We presented swarm grammars as an extension of Lindenmayer systems. Instead of applying a single ('turtle') agent to convert linear strings into 3D structures, we use a swarm of agents ""which navigate in 3D space and-as a side effect-place structural building blocks into their environment. The swarm grammars are used to specify how the setup of agent types changes over time. Additional agent parameters determine the agents' behaviors and their interaction dynamics. Both the grammar rules and the agent parameters are evolvable and can change over time-either automatically at replication and collision events among the agents, or triggered by external 'tinkering' from a supervising breeder. When swarm grammars are applied to concrete problems, constraints on the developmental processes as ""well as on the emerging structures may provide the basis for an automatic evolutionary algorithm.","1556-6048","","10.1109/MCI.2009.933096","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5190930","","Art;Environmental factors;Multiagent systems;Organisms;Embryo;Jacobian matrices;Buildings;Biological system modeling;Neural networks;Bridges","","19","","69","IEEE","4 Aug 2009","","","IEEE","IEEE Magazines"
"FlockStream: A Bio-Inspired Algorithm for Clustering Evolving Data Streams","A. Forestiero; C. Pizzuti; G. Spezzano","Institute for High Performance Computing and Networking, ICAR-CNR, Cosenza, Italy; Institute for High Performance Computing and Networking, ICAR-CNR, Cosenza, Italy; Institute for High Performance Computing and Networking, ICAR-CNR, Cosenza, Italy",2009 21st IEEE International Conference on Tools with Artificial Intelligence,"28 Dec 2009","2009","","","1","8","Existing density-based data stream clustering algorithms use a two-phase scheme approach consisting of an online phase, in which raw data is processed to gather summary statistics, and an offline phase that generates the clusters by using the summary data. In this paper we propose a data stream clustering method based on a multi-agent system that uses a decentralized bottom-up self-organizing strategy to group similar data points. Data points are associated with agents and deployed onto a 2D space, to work simultaneously by applying a heuristic strategy based on a bio-inspired model, known as flocking model. Agents move onto the space for a fixed time and, when they encounter other agents into a predefined visibility range, they can decide to form a flock if they are similar. Flocks can join to form swarms of similar groups. This strategy allows to merge the two phases of density-based approaches and thus to avoid the offline cluster computation, since a swarm represents a cluster. Experimental results show the capability of the bio-inspired approach to obtain very good results on real and synthetic data sets.","2375-0197","978-1-4244-5619-2","10.1109/ICTAI.2009.60","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364942","","Clustering algorithms;Statistics;Artificial intelligence;High performance computing;Clustering methods;Multiagent systems;Credit cards;Telephony;Biosensors;Data mining","","19","","14","IEEE","28 Dec 2009","","","IEEE","IEEE Conferences"
"Semantic shared space-based complex tasks allocation method for massive MAS","Z. Brahmi; M. M. Gammoudi","URSIIVA Research Unit, Tunisia; High School of Statistics and Information Analysis of Tunis, Tunisia",2009 2nd IEEE International Conference on Computer Science and Information Technology,"11 Sep 2009","2009","","","428","434","Task allocation is still a fundamental problem in multi-agents system (MAS). It allows coalition formation of agents in order to cooperate together to perform a complex task. In general, the task allocation process includes two steps: i) finding the set of agents that can, potentially, participate to task allocation process, ii) computing the optimal allocation to execute the given task. In this work further attention is given for the first step. Indeed, in the context of massive MAS, characterized by dynamic, heterogeneous and a large number of autonomous agents, an efficient model of communication is required. This implies a need for a scalable and semantic infrastructure which allows: i) agents to be able to easily find each other and ii) semantic interoperability that refers to a common understanding of information communicated between agents. In this work information refers to an announced task. Different models of communication have been proposed, including broadcasting, forwarding, central server and group communication. Most of these approaches do not scale well in the context of massive MAS; when the number of agents grows. In additional, agent communication languages (ACLs), such as the KQML or FIPA ACL divide messages into several layers, and provide a specific syntax and semantics only for the outer layer, but its content is still arbitrary. To deal with these limitations, this paper extends our last task allocation method for massive MAS to shared space mechanism. This mechanism allows agents to find each by providing a logical shared space with temporal and special decoupling properties. To ensure semantic interoperability, we use a Task Ontology language (OWL-T) as a tuple space and a FIPA content message. OWL-T is based on the OWL for formally and semantically defining task in a high-level abstraction.","","978-1-4244-4519-6","10.1109/ICCSIT.2009.5234814","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5234814","Task Allocation;Massive Multi-Agents System;Communication;Shared space;Ontology;OWL-T","Multiagent systems;Autonomous agents;Ontologies;Web services;Statistical analysis;Information analysis;Context modeling;Broadcasting;Mechanical factors;OWL","","4","","37","IEEE","11 Sep 2009","","","IEEE","IEEE Conferences"
"ContTest – A Multi-agent System for Accounting Education","B. Patrut; S. E. Vârlan; T. Socaciu","University of Bacău, Romania; University of Bacău, Romania; University of Bacău, Romania",2008 The Third International Multi-Conference on Computing in the Global Information Technology (iccgi 2008),"8 Aug 2008","2008","","","217","222","This paper represents a summary of a research report and the results of developing an educational software, including a multi-agent system for teaching accounting bases and financial accounting. The paper describes the structure of the multi-agent system, defined as a complex network of s-agents. Each s-agent contains 6 pedagogical agents and a coordinator agent. We have defined a new architecture (BeSGOTE) which extends the BDI (Beliefs, Desires, Intentions) architecture for intelligent agents and also a mixing-up relation among the accounts. We have presented both the way in which this mixing-up relation can be used for testing students and the way in which regular expressions can be used for representing accounting problems.","","978-0-7695-3275-2","10.1109/ICCGI.2008.17","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4591371","accounting education;multi-agent systems","Education;Multiagent systems;Computer architecture;Software;Testing;Intelligent agent;Computers","","1","","6","IEEE","8 Aug 2008","","","IEEE","IEEE Conferences"
"Vectorial-Opinion Dynamics With Familiarity Neighborhoods in Virtual Social Groups","N. Vedam; D. Ghose","Indian Institute of Science, Bengaluru, India; Indian Institute of Science, Bengaluru, India",IEEE Transactions on Computational Social Systems,"1 Aug 2022","2022","9","4","1249","1264","In this work, we mimic interactions among agents on social networks and examine their impact on the evolution of agents’ opinions. Each agent is entitled to an opinion represented by unit vectors of varying orientation. Agents are also characterized based on their inclination to alter their opinion and their susceptibility to the influence of peers with contrasting opinions. The agents constitute the nodes of a directed and time-varying influence network whose edges form their respective familiarity neighborhoods and govern their interactions. We also devise an interpersonal influence score to quantify the strength of the influence and the probability of acquisition, retention, or loss of a tie. This characterization of agents’ behavior and their interpersonal relationships differs from traditional bounded-confidence models based on the agreement in opinions alone. The agents with different traits form groups—liberal and conservative—distinguished by the distribution in opinions of their constituents. We analyze their interactions with different initial opinions, group compositions, network structures, and network evolution rates through simulations. The results reveal that flexible agents facilitate consensus among group members, while stubborn agents are instrumental in forming opinion clusters. This is substantiated by observing the average connectedness of the influence network and the average number of opinion clusters; groups with mostly flexible agents have better connectedness and fewer clusters than groups with stubborn agents in a majority. The simulations with stubborn agents reveal that new ties among agent pairs do not facilitate group consensus.","2329-924X","","10.1109/TCSS.2021.3122137","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9597470","Influence dynamics;multiagent systems;opinion consensus;opinion neighborhood;social networks","Social networking (online);Resource management;Peer-to-peer computing;Instruments;Decision making;Social groups;Size measurement","","4","","57","IEEE","1 Nov 2021","","","IEEE","IEEE Journals"
